posted_date,current_price,original_price,changes_in_price,price,price_per_m2,times_in_sales
27-06-2018, 895.000, 895.000,-, 895.000, 5.392,3 dagen
29-06-2018, 350.000, 350.000,-, 350.000, 5.147,Nieuw
29-06-2018, 450.000, 450.000,-, 450.000, 8.824,Nieuw
29-06-2018, 2.580.000, 2.580.000,-, 2.580.000, 30.000,Nieuw
29-06-2018, 800.000, 800.000,-, 800.000, 7.143,Nieuw
26-04-2018, 297.500, 297.500,-, 297.500, 5.509,2 maanden
21-06-2018, 175.000, 175.000,-, 175.000, 2.536,9 dagen
20-04-2018, 299.500, 295.000," 4.500 / 1,5%", 299.500, 6.240,2 maanden
20-02-2018, 550.000, 550.000,-, 550.000, 7.857,4 maanden
01-05-2018, 519.000, 519.000,-, 519.000, 4.436,1 maand
16-06-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,14 dagen
24-05-2018, 1.400.000, 1.400.000,-, 1.400.000, 15.730,1 maand
01-03-2018, 425.000, 425.000,-, 425.000, 3.125,4 maanden
25-04-2018, 425.000, 425.000,-, 425.000, 2.972,2 maanden
31-01-2018, 1.685.000, 1.750.000," -65.000 / -3,7%", 1.685.000, 6.660,4 maanden
26-05-2018, 650.000, 689.000," -39.000 / -5,7%", 650.000, 4.037,1 maand
07-06-2018, 299.000, 299.000,-, 299.000, 3.477,23 dagen
25-05-2018, 1.400.000, 1.400.000,-, 1.400.000, 5.983,1 maand
25-06-2018, 785.000, 785.000,-,,,
24-05-2018, 1.200.000, 1.200.000,-, 1.200.000, 7.143,1 maand
15-06-2018, 190.000, 190.000,-, 190.000, 2.754,15 dagen
13-02-2018, 345.011, 345.011,-, 345.011, 5.565,4 maanden
04-06-2018, 775.000, 775.000,-, 775.000, 5.458,26 dagen
03-11-2017, 799.000, 895.000," -96.000 / -10,7%", 799.000, 6.242,7 maanden
13-12-2017, 600.000, 649.000," -49.000 / -7,6%", 600.000, 6.000,6 maanden
27-06-2018, 245.000, 245.000,-, 245.000,-,3 dagen
30-06-2018, 62.500, 62.500,-, 62.500, 702,Nieuw
06-06-2018, 195.000, 195.000,-, 195.000, 3.047,24 dagen
19-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
05-04-2018, 475.000, 475.000,-, 475.000, 3.654,2 maanden
23-02-2018, 430.000, 450.000," -20.000 / -4,4%", 430.000, 4.257,4 maanden
15-05-2018, 1.300.000, 1.300.000,-, 1.300.000, 21.667,1 maand
23-04-2018, 245.000, 235.000," 10.000 / 4,3%", 245.000, 6.282,2 maanden
16-03-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,3 maanden
03-05-2018, 575.000, 575.000,-, 575.000, 5.693,1 maand
26-06-2018, 490.000, 490.000,-, 490.000, 5.385,4 dagen
26-06-2018, 535.000, 535.000,-, 535.000, 7.431,4 dagen
26-06-2018, 695.000, 695.000,-, 695.000, 6.096,4 dagen
25-06-2018, 775.000, 775.000,-,,,
27-11-2017, 3.980.000, 3.980.000,-, 3.980.000, 10.670,7 maanden
27-06-2018, 685.000, 685.000,-, 685.000, 6.587,3 dagen
27-06-2018, 498.000, 498.000,-, 498.000, 4.654,3 dagen
27-06-2018, 300.000, 300.000,-, 300.000, 3.125,3 dagen
18-05-2018, 360.000, 360.000,-, 360.000, 6.792,1 maand
02-06-2018, 297.000, 297.000,-, 297.000, 3.126,28 dagen
13-02-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,4 maanden
16-03-2018, 348.011, 348.011,-, 348.011, 6.327,3 maanden
24-03-2018, 675.000, 750.000," -75.000 / -10,0%", 675.000, 6.081,3 maanden
15-06-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,15 dagen
13-05-2018, 595.000, 600.000," -5.000 / -0,8%", 595.000, 11.442,1 maand
24-05-2018, 274.011, 274.011,-, 274.011, 4.281,1 maand
18-06-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,12 dagen
30-06-2018, 250.000, 250.000,-, 250.000, 2.976,Nieuw
06-01-2018, 360.000, 350.000," 10.000 / 2,9%",,,
09-05-2018, 345.000, 345.000,-, 345.000, 3.317,1 maand
10-05-2018, 759.000, 759.000,-, 759.000, 6.325,1 maand
26-04-2018, 1.000.000, 1.000.000,-, 1.000.000, 6.667,2 maanden
26-04-2018, 700.000, 700.000,-, 700.000, 4.375,2 maanden
26-04-2018, 425.000, 425.000,-, 425.000, 4.250,2 maanden
26-04-2018, 335.000, 335.000,-, 335.000, 5.492,2 maanden
30-12-2017, 1.190.000, 1.250.000," -60.000 / -4,8%", 1.190.000, 6.010,6 maanden
05-05-2018, 299.000, 299.000,-, 299.000, 7.293,1 maand
11-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
03-06-2018, 895.000, 895.000,-, 895.000, 6.007,27 dagen
19-05-2018, 665.000, 665.000,-, 665.000, 5.278,1 maand
04-06-2018, 785.000, 785.000,-, 785.000, 5.377,26 dagen
02-06-2018, 475.000, 475.000,-, 475.000, 4.481,28 dagen
25-04-2018, 525.000, 525.000,-, 525.000, 5.526,2 maanden
03-03-2018, 250.000, 250.000,-, 250.000, 5.208,3 maanden
21-04-2018, 399.000, 399.000,-, 399.000, 2.871,2 maanden
16-02-2018, 1.200.000, 1.300.000," -100.000 / -7,7%", 1.200.000, 7.643,4 maanden
21-06-2018, 1.050.000, 1.050.000,-, 1.050.000, 9.130,9 dagen
21-06-2018, 500.000, 500.000,-, 500.000, 7.576,9 dagen
04-04-2018, 1.095.000, 1.195.000," -100.000 / -8,4%", 1.095.000, 5.824,2 maanden
26-02-2018, 925.000, 925.000,-, 925.000, 5.197,4 maanden
29-05-2018, 289.000, 289.000,-, 289.000, 5.255,1 maand
31-05-2018, 760.000, 760.000,-, 760.000, 5.468,0 maanden
17-04-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,2 maanden
29-11-2017, 659.000, 659.000,-, 659.000, 4.393,7 maanden
23-06-2018, 795.000, 795.000,-, 795.000, 6.737,7 dagen
23-06-2018, 175.000, 175.000,-, 175.000, 7.955,7 dagen
27-06-2018, 285.000, 285.000,-, 285.000, 3.608,3 dagen
28-06-2018, 375.000, 375.000,-, 375.000, 7.075,Nieuw
29-06-2018, 625.000, 625.000,-, 625.000, 5.787,Nieuw
29-06-2018, 599.000, 599.000,-, 599.000, 5.546,Nieuw
29-06-2018, 425.000, 425.000,-, 425.000, 8.333,Nieuw
29-06-2018, 250.000, 250.000,-, 250.000, 3.205,Nieuw
30-06-2018, 375.000, 375.000,-, 375.000, 4.573,Nieuw
25-06-2018, 375.000, 375.000,-, 375.000, 5.597,5 dagen
30-06-2018, 375.000, 375.000,-, 375.000, 5.769,Nieuw
30-06-2018, 795.000, 795.000,-, 795.000, 8.112,Nieuw
30-06-2018, 425.000, 425.000,-, 425.000, 6.159,Nieuw
25-06-2018, 275.000, 275.000,-, 275.000, 4.435,5 dagen
30-06-2018, 3.795.000, 3.795.000,-, 3.795.000, 15.060,Nieuw
30-06-2018, 469.000, 469.000,-, 469.000, 5.453,Nieuw
30-06-2018, 525.000, 525.000,-, 525.000, 5.412,Nieuw
30-06-2018, 400.000, 400.000,-, 400.000, 4.494,Nieuw
30-06-2018, 625.000, 625.000,-, 625.000, 5.952,Nieuw
30-06-2018, 575.000, 575.000,-, 575.000, 4.167,Nieuw
30-06-2018, 425.000, 425.000,-, 425.000, 7.203,Nieuw
30-06-2018, 399.500, 399.500,-, 399.500, 3.955,Nieuw
26-06-2018, 399.000, 399.000,-, 399.000, 6.234,4 dagen
30-06-2018, 350.000, 350.000,-, 350.000, 4.023,Nieuw
06-01-2018, 360.000, 350.000," 10.000 / 2,9%",,,
14-02-2018, 359.000, 375.000," -16.000 / -4,3%", 359.000, 3.740,4 maanden
30-06-2018, 325.000, 325.000,-, 325.000, 6.019,Nieuw
30-06-2018, 395.000, 395.000,-, 395.000, 5.000,Nieuw
26-06-2018, 825.000, 825.000,-, 825.000, 5.000,4 dagen
30-06-2018, 4.465.000, 4.465.000,-, 4.465.000, 15.136,Nieuw
29-06-2018, 338.000, 338.000,-, 338.000, 6.259,Nieuw
28-03-2018, 1.495.000, 1.495.000,-, 1.495.000, 7.019,3 maanden
31-05-2018, 325.000, 325.000,-, 325.000, 5.702,1 maand
16-01-2018, 1.350.000, 1.595.000," -245.000 / -15,4%", 1.350.000, 11.066,5 maanden
06-06-2018, 399.500, 399.500,-, 399.500, 4.161,24 dagen
02-06-2018, 170.000, 170.000,-,,,
15-11-2017, 475.000, 475.000,-, 475.000, 4.524,7 maanden
05-04-2018, 849.000, 849.000,-, 849.000,-,2 maanden
09-05-2018, 600.000, 600.000,-, 600.000, 5.882,1 maand
29-05-2018, 300.000, 300.000,-, 300.000, 3.297,1 maand
13-06-2018, 300.000, 300.000,-, 300.000, 5.882,17 dagen
29-09-2017, 1.000.000, 1.000.000,-, 1.000.000, 5.263,9 maanden
22-06-2018, 529.000, 529.000,-, 529.000, 6.613,8 dagen
23-06-2018, 249.000, 249.000,-, 249.000, 2.264,7 dagen
23-06-2018, 850.000, 850.000,-, 850.000, 6.538,7 dagen
16-05-2018, 249.000, 249.000,-, 249.000,-,1 maand
14-10-2017, 2.500.000, 2.500.000,-, 2.500.000, 8.503,8 maanden
22-06-2018, 195.000, 195.000,-, 195.000, 4.149,8 dagen
22-06-2018, 275.000, 275.000,-, 275.000, 7.051,8 dagen
22-06-2018, 250.000, 250.000,-, 250.000, 3.086,8 dagen
22-06-2018, 425.000, 425.000,-, 425.000, 8.673,8 dagen
23-06-2018, 425.000, 425.000,-, 425.000, 6.967,7 dagen
24-06-2018, 595.000, 595.000,-, 595.000, 6.761,6 dagen
16-05-2018, 275.000, 275.000,-, 275.000, 3.716,1 maand
01-06-2018,Prijs op aanvraag,-,n.v.t.,,,
20-06-2018, 350.000, 350.000,-, 350.000, 6.364,10 dagen
20-06-2018, 375.000, 375.000,-, 375.000, 3.989,10 dagen
20-06-2018, 450.000, 450.000,-, 450.000, 5.844,10 dagen
21-06-2018, 650.000, 650.000,-, 650.000, 5.909,9 dagen
22-06-2018, 350.000, 350.000,-, 350.000, 5.469,8 dagen
22-06-2018, 1.200.000, 1.200.000,-, 1.200.000, 15.789,8 dagen
22-06-2018, 300.000, 300.000,-, 300.000, 2.727,8 dagen
23-06-2018, 895.000, 895.000,-, 895.000, 5.594,7 dagen
23-06-2018, 1.150.000, 1.150.000,-, 1.150.000, 7.012,7 dagen
11-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
15-06-2018, 350.000, 350.000,-, 350.000,-,15 dagen
21-06-2018, 375.000, 375.000,-, 375.000, 5.357,9 dagen
21-06-2018, 325.000, 325.000,-, 325.000, 5.417,9 dagen
21-06-2018, 345.000, 345.000,-, 345.000, 7.041,9 dagen
22-06-2018, 420.000, 420.000,-, 420.000, 5.833,8 dagen
22-06-2018, 325.000, 325.000,-, 325.000, 5.328,8 dagen
22-06-2018, 300.000, 300.000,-, 300.000, 5.660,8 dagen
02-02-2018, 275.000, 300.000," -25.000 / -8,3%", 275.000, 6.395,4 maanden
23-05-2018, 340.000, 340.000,-, 340.000, 5.000,1 maand
04-06-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,26 dagen
18-06-2018, 995.000, 995.000,-, 995.000, 7.538,12 dagen
20-06-2018, 275.000, 275.000,-, 275.000, 3.873,10 dagen
20-06-2018, 295.000, 295.000,-, 295.000, 6.413,10 dagen
20-06-2018, 675.000, 675.000,-, 675.000, 6.027,10 dagen
21-06-2018, 325.000, 325.000,-, 325.000, 4.221,9 dagen
21-06-2018, 395.000, 395.000,-, 395.000, 6.077,9 dagen
17-06-2018, 1.695.000, 1.695.000,-, 1.695.000, 12.556,13 dagen
28-06-2018, 795.000, 795.000,-, 795.000, 5.336,Nieuw
19-06-2018, 350.000, 350.000,-, 350.000, 6.863,11 dagen
19-06-2018, 520.000, 520.000,-, 520.000, 4.952,11 dagen
20-06-2018, 350.000, 350.000,-, 350.000, 4.545,10 dagen
28-06-2018, 375.000, 375.000,-, 375.000, 6.048,Nieuw
21-04-2018, 249.500, 275.000," -25.500 / -9,3%", 249.500, 5.940,2 maanden
06-06-2018, 375.000, 375.000,-, 375.000, 6.696,24 dagen
16-06-2018, 465.000, 465.000,-, 465.000, 5.167,14 dagen
18-06-2018, 525.000, 525.000,-, 525.000, 5.769,12 dagen
19-06-2018, 475.000, 475.000,-, 475.000, 5.460,11 dagen
20-04-2018, 4.900.000, 5.200.000," -300.000 / -5,8%", 4.900.000, 9.627,2 maanden
19-06-2018, 775.000, 775.000,-, 775.000, 8.424,11 dagen
30-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
26-05-2018, 598.000, 598.000,-, 598.000, 5.436,1 maand
15-06-2018, 219.000, 219.000,-, 219.000, 5.093,15 dagen
15-06-2018, 675.000, 675.000,-, 675.000, 6.193,15 dagen
16-06-2018, 1.650.000, 1.650.000,-, 1.650.000, 8.462,14 dagen
20-12-2017, 850.000, 900.000," -50.000 / -5,6%", 850.000, 7.328,6 maanden
26-04-2018, 325.000, 325.000,-, 325.000, 5.804,2 maanden
15-05-2018, 275.000, 275.000,-, 275.000, 3.986,1 maand
14-06-2018, 325.000, 325.000,-, 325.000, 6.500,16 dagen
14-06-2018, 485.000, 485.000,-, 485.000, 4.619,16 dagen
29-05-2018, 925.000, 925.000,-, 925.000, 7.400,1 maand
13-06-2018, 950.000, 950.000,-, 950.000, 5.975,17 dagen
13-06-2018, 550.000, 550.000,-, 550.000, 6.111,17 dagen
13-06-2018, 825.000, 825.000,-, 825.000, 7.366,17 dagen
14-06-2018, 395.000, 395.000,-, 395.000, 5.563,16 dagen
15-06-2018, 535.000, 535.000,-, 535.000, 6.221,15 dagen
16-06-2018, 375.000, 375.000,-, 375.000, 6.356,14 dagen
08-06-2018, 595.000, 595.000,-, 595.000, 7.628,22 dagen
15-06-2018, 275.000, 275.000,-, 275.000, 6.111,15 dagen
15-06-2018, 275.000, 275.000,-, 275.000, 4.583,15 dagen
15-06-2018, 300.000, 300.000,-, 300.000, 5.263,15 dagen
15-06-2018, 650.000, 650.000,-, 650.000, 8.904,15 dagen
15-06-2018, 450.000, 450.000,-, 450.000, 5.422,15 dagen
15-06-2018, 799.000, 799.000,-, 799.000, 6.714,15 dagen
15-06-2018, 295.000, 295.000,-, 295.000, 5.673,15 dagen
03-05-2018, 425.000, 425.000,-, 425.000, 8.333,1 maand
17-05-2018, 200.000, 200.000,-, 200.000, 2.817,1 maand
01-06-2018, 445.000, 445.000,-, 445.000, 6.642,29 dagen
11-06-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,19 dagen
11-06-2018, 440.000, 440.000,-, 440.000, 5.867,19 dagen
11-06-2018, 299.500, 349.000," -49.500 / -14,2%", 299.500, 3.565,19 dagen
14-04-2018, 1.595.000, 1.595.000,-, 1.595.000, 9.551,2 maanden
13-06-2018, 390.000, 390.000,-, 390.000, 6.842,17 dagen
14-06-2018, 399.000, 399.000,-, 399.000, 6.333,16 dagen
05-01-2018, 850.000, 925.000," -75.000 / -8,1%", 850.000, 5.215,5 maanden
14-06-2018, 325.000, 325.000,-, 325.000, 6.500,16 dagen
07-04-2018, 399.000, 399.000,-, 399.000, 4.534,2 maanden
01-06-2018, 875.000, 875.000,-, 875.000, 5.538,29 dagen
12-06-2018, 425.000, 425.000,-, 425.000, 4.670,18 dagen
12-06-2018, 699.000, 699.000,-, 699.000, 7.681,18 dagen
12-06-2018, 450.000, 450.000,-, 450.000, 6.618,18 dagen
12-06-2018, 520.000, 520.000,-, 520.000, 4.906,18 dagen
23-05-2018, 310.000, 310.000,-, 310.000, 3.333,1 maand
13-06-2018, 750.000, 750.000,-, 750.000, 5.474,17 dagen
13-06-2018, 325.000, 325.000,-, 325.000, 6.019,17 dagen
13-06-2018, 200.000, 200.000,-, 200.000, 5.882,17 dagen
21-04-2018, 299.011, 299.011,-, 299.011, 4.272,2 maanden
16-01-2018, 159.000, 159.000,-, 159.000, 2.650,5 maanden
10-06-2018, 325.000, 325.000,-, 325.000, 4.333,20 dagen
30-05-2018, 600.000, 650.000," -50.000 / -7,7%", 600.000, 5.405,1 maand
11-06-2018, 250.000, 250.000,-, 250.000, 5.208,19 dagen
12-06-2018, 225.000, 225.000,-, 225.000, 6.618,18 dagen
12-06-2018, 250.000, 250.000,-, 250.000, 5.102,18 dagen
12-06-2018, 175.000, 175.000,-, 175.000, 3.125,18 dagen
08-06-2018, 795.000, 795.000,-, 795.000, 5.889,22 dagen
09-06-2018, 1.875.000, 1.875.000,-, 1.875.000, 9.921,21 dagen
09-06-2018, 300.000, 300.000,-, 300.000, 3.371,21 dagen
11-06-2018, 400.000, 400.000,-, 400.000, 6.154,19 dagen
11-06-2018, 350.000, 350.000,-, 350.000, 3.977,19 dagen
23-11-2017, 429.000, 499.000," -70.000 / -14,0%", 429.000, 5.797,7 maanden
11-06-2018, 220.000, 220.000,-, 220.000, 2.366,19 dagen
23-05-2018, 720.000, 720.000,-, 720.000, 7.129,1 maand
07-06-2018, 700.000, 700.000,-, 700.000, 7.216,23 dagen
07-06-2018, 385.000, 385.000,-, 385.000, 4.695,23 dagen
07-06-2018, 595.000, 595.000,-, 595.000, 4.648,23 dagen
08-06-2018, 339.000, 339.000,-, 339.000, 6.519,22 dagen
08-06-2018, 300.000, 300.000,-, 300.000, 6.000,22 dagen
27-06-2018, 780.000, 780.000,-, 780.000, 14.717,3 dagen
28-06-2018, 390.000, 390.000,-, 390.000, 4.382,Nieuw
10-06-2018, 239.000, 239.000,-, 239.000, 7.029,20 dagen
10-06-2018, 215.000, 215.000,-, 215.000, 3.071,20 dagen
10-06-2018, 675.000, 650.000," 25.000 / 3,8%", 675.000, 5.625,20 dagen
10-06-2018, 275.000, 300.000," -25.000 / -8,3%", 275.000, 5.392,20 dagen
27-06-2018, 525.000, 525.000,-, 525.000, 5.526,3 dagen
02-09-2017, 535.000, 535.000,-, 535.000, 3.092,9 maanden
26-04-2018, 550.000, 550.000,-, 550.000, 7.639,2 maanden
26-05-2018, 650.000, 650.000,-, 650.000, 5.078,1 maand
06-06-2018, 475.000, 475.000,-, 475.000, 8.482,24 dagen
06-06-2018, 325.000, 325.000,-, 325.000, 4.012,24 dagen
03-05-2018, 250.000, 250.000,-, 250.000, 3.289,1 maand
26-04-2018, 575.000, 575.000,-, 575.000, 5.227,2 maanden
16-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
05-04-2018, 262.500, 262.500,-, 262.500, 3.163,2 maanden
05-06-2018, 299.000, 299.000,-, 299.000, 2.718,25 dagen
06-06-2018, 1.675.000, 1.675.000,-, 1.675.000, 8.251,24 dagen
06-06-2018, 2.975.000, 2.975.000,-, 2.975.000,-,24 dagen
06-06-2018, 700.000, 700.000,-, 700.000, 7.000,24 dagen
07-06-2018, 2.945.000, 2.945.000,-, 2.945.000, 12.585,23 dagen
07-06-2018, 2.690.000, 2.690.000,-, 2.690.000, 12.629,23 dagen
07-06-2018, 3.695.000, 3.695.000,-, 3.695.000, 12.568,23 dagen
07-06-2018, 2.850.000, 2.850.000,-, 2.850.000, 13.073,23 dagen
13-06-2018, 300.000, 300.000,-, 300.000, 5.556,17 dagen
06-06-2018, 825.000, 825.000,-, 825.000, 7.569,24 dagen
06-06-2018, 375.000, 375.000,-, 375.000, 4.261,24 dagen
17-05-2018, 10.000, 10.000,-, 10.000, 29,1 maand
06-06-2018, 3.500.000, 3.500.000,-, 3.500.000, 10.029,24 dagen
02-06-2018, 650.000, 650.000,-, 650.000, 6.771,28 dagen
02-06-2018, 775.000, 775.000,-, 775.000, 7.598,28 dagen
03-06-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,27 dagen
18-05-2018, 375.000, 375.000,-, 375.000, 6.250,1 maand
26-06-2018, 260.000, 260.000,-, 260.000, 2.889,4 dagen
01-06-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,29 dagen
01-06-2018, 650.000, 650.000,-, 650.000, 5.804,29 dagen
01-06-2018, 329.000, 329.000,-, 329.000, 4.838,29 dagen
01-06-2018, 1.095.000, 1.095.000,-, 1.095.000, 12.167,29 dagen
02-06-2018, 220.000, 220.000,-, 220.000, 3.099,28 dagen
02-06-2018, 219.000, 219.000,-, 219.000, 4.132,28 dagen
02-06-2018, 525.000, 525.000,-, 525.000, 4.605,28 dagen
02-06-2018, 786.000, 786.000,-, 786.000, 5.737,28 dagen
16-06-2018, 495.000, 495.000,-, 495.000,-,14 dagen
25-05-2018, 400.000, 400.000,-, 400.000, 5.479,1 maand
03-06-2018, 250.000, 250.000,-, 250.000, 5.000,27 dagen
21-04-2018, 650.000, 650.000,-, 650.000, 5.804,2 maanden
31-05-2018, 375.000, 375.000,-, 375.000, 6.944,1 maand
31-05-2018, 400.000, 400.000,-, 400.000, 3.774,1 maand
01-06-2018, 145.000, 145.000,-, 145.000, 4.531,29 dagen
10-06-2018, 300.000, 300.000,-, 300.000, 5.263,20 dagen
31-05-2018, 400.000, 400.000,-, 400.000, 5.714,1 maand
03-06-2018, 400.000, 400.000,-, 400.000, 4.000,27 dagen
07-03-2018, 600.000, 600.000,-, 600.000, 6.452,3 maanden
15-05-2018, 275.000, 275.000,-, 275.000, 2.957,1 maand
25-05-2018, 385.000, 385.000,-, 385.000, 5.923,1 maand
30-05-2018, 375.000, 375.000,-, 375.000, 6.696,1 maand
30-05-2018, 695.000, 695.000,-, 695.000, 5.516,1 maand
31-05-2018, 549.000, 499.000," 50.000 / 10,0%", 549.000, 5.490,1 maand
12-06-2018, 485.000, 485.000,-,,,
19-05-2018, 195.000, 195.000,-, 195.000, 6.500,1 maand
30-05-2018, 750.000, 750.000,-, 750.000, 11.194,1 maand
31-05-2018, 650.000, 650.000,-, 650.000, 5.652,0 maanden
31-05-2018, 390.000, 390.000,-, 390.000, 6.393,0 maanden
31-05-2018, 325.000, 325.000,-, 325.000, 4.851,0 maanden
01-06-2018, 350.000, 350.000,-, 350.000, 5.224,29 dagen
31-05-2018, 1.095.000, 1.135.000," -40.000 / -3,5%", 1.095.000, 6.557,0 maanden
07-02-2018, 500.000, 500.000,-, 500.000, 5.208,4 maanden
18-04-2018, 815.000, 815.000,-, 815.000, 5.949,2 maanden
23-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
02-06-2018, 450.000, 450.000,-, 450.000, 5.056,28 dagen
30-05-2018, 425.000, 450.000," -25.000 / -5,6%", 425.000, 4.885,1 maand
08-11-2017, 179.000, 179.000,-, 179.000, 5.265,7 maanden
01-02-2018, 129.500, 129.500,-, 129.500, 3.924,4 maanden
28-05-2018, 475.000, 475.000,-, 475.000, 6.169,1 maand
30-05-2018, 450.000, 485.000," -35.000 / -7,2%", 450.000, 5.556,1 maand
30-05-2018, 600.000, 600.000,-, 600.000, 5.455,1 maand
17-05-2018, 600.000, 600.000,-, 600.000, 7.229,1 maand
26-05-2018, 325.000, 325.000,-, 325.000, 7.065,1 maand
26-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
24-09-2017, 795.000, 825.000," -30.000 / -3,6%", 795.000, 6.463,9 maanden
20-11-2017, 347.511, 349.511," -2.000 / -0,6%", 347.511, 3.777,7 maanden
29-05-2018, 765.000, 765.000,-, 765.000, 8.895,1 maand
30-04-2018, 425.000, 425.000,-, 425.000, 5.000,2 maanden
15-05-2018, 825.000, 825.000,-, 825.000, 5.690,1 maand
25-05-2018, 450.000, 450.000,-, 450.000, 6.818,1 maand
25-05-2018, 445.000, 445.000,-, 445.000, 4.944,1 maand
25-05-2018, 535.000, 535.000,-, 535.000, 5.753,1 maand
25-05-2018, 575.000, 575.000,-, 575.000, 3.528,1 maand
26-05-2018, 335.000, 335.000,-, 335.000, 3.384,1 maand
24-05-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,1 maand
05-05-2018, 450.000, 450.000,-, 450.000, 3.879,1 maand
26-05-2018, 530.000, 562.500," -32.500 / -5,8%", 530.000, 7.571,1 maand
17-05-2018, 325.000, 325.000,-, 325.000, 4.710,1 maand
03-01-2018, 800.000, 800.000,-, 800.000,-,5 maanden
18-05-2018, 300.000, 300.000,-,,,
02-06-2018, 995.000, 995.000,-, 995.000, 7.057,28 dagen
08-06-2018, 325.000, 325.000,-, 325.000, 3.155,22 dagen
30-06-2018, 1.300.000, 1.300.000,-, 1.300.000,-,Nieuw
26-01-2018, 245.000, 245.000,-, 245.000, 8.448,5 maanden
27-03-2018, 700.000, 700.000,-, 700.000, 6.731,3 maanden
26-05-2018, 450.000, 475.000," -25.000 / -5,3%", 450.000, 5.696,1 maand
07-04-2018, 59.000, 59.000,-, 59.000, 670,2 maanden
24-05-2018, 325.000, 325.000,-, 325.000, 4.012,1 maand
13-06-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,17 dagen
09-04-2018, 350.000, 350.000,-, 350.000, 5.000,2 maanden
29-11-2017, 550.000, 575.000," -25.000 / -4,3%", 550.000, 5.500,7 maanden
24-05-2018, 3.600.000, 3.600.000,-, 3.600.000, 10.811,1 maand
24-05-2018, 795.000, 795.000,-, 795.000, 7.430,1 maand
10-05-2018, 550.000, 550.000,-, 550.000, 5.729,1 maand
30-05-2018, 225.000, 225.000,-, 225.000, 2.848,1 maand
23-05-2018, 425.000, 425.000,-, 425.000, 4.427,1 maand
14-05-2018, 275.000, 275.000,-, 275.000, 2.778,1 maand
19-05-2018, 260.000, 260.000,-, 260.000, 3.333,1 maand
13-06-2018, 250.000, 250.000,-, 250.000, 3.247,17 dagen
22-05-2018, 725.000, 725.000,-, 725.000, 5.331,1 maand
19-05-2018, 975.000, 975.000,-, 975.000, 6.373,1 maand
03-06-2018,Prijs op aanvraag,-,n.v.t.,Prijs op aanvraag,-,27 dagen
28-06-2018, 850.000, 850.000,-, 850.000, 7.328,Nieuw
28-06-2018, 700.000, 700.000,-, 700.000, 6.731,Nieuw
11-04-2018, 165.000, 132.500," 32.500 / 24,5%", 165.000, 4.459,2 maanden
16-04-2018, 285.000, 285.000,-, 285.000, 5.700,2 maanden
08-12-2017, 565.000, 565.000,-, 565.000, 4.593,6 maanden
01-06-2018, 525.000, 525.000,-, 525.000, 6.563,29 dagen
24-05-2018, 325.000, 325.000,-, 325.000, 5.242,1 maand
26-01-2018, 398.000, 398.000,-, 398.000, 6.746,5 maanden
01-05-2018, 325.000, 325.000,-, 325.000, 4.063,2 maanden
16-05-2018, 325.000, 335.000," -10.000 / -3,0%", 325.000, 7.222,1 maand
16-05-2018, 385.000, 385.000,-, 385.000, 7.000,1 maand
26-05-2018, 425.000, 425.000,-, 425.000, 4.885,1 maand
19-12-2017, 498.011, 539.011," -41.000 / -7,6%", 498.011, 5.929,6 maanden
19-05-2018, 320.000, 320.000,-, 320.000, 4.923,1 maand
24-05-2018, 450.000, 450.000,-, 450.000, 5.921,1 maand
09-05-2018, 170.000, 170.000,-,,,
20-04-2018, 347.500, 347.500,-, 347.500, 5.346,2 maanden
15-05-2018, 4.000.000, 4.000.000,-, 4.000.000, 11.561,1 maand
15-05-2018, 625.000, 625.000,-, 625.000,-,1 maand
15-05-2018, 365.000, 365.000,-, 365.000, 5.703,1 maand
17-05-2018, 1.595.000, 1.595.000,-, 1.595.000, 8.861,1 maand
24-04-2018, 399.000, 399.000,-, 399.000, 5.115,2 maanden
09-05-2018, 289.000, 289.000,-, 289.000, 3.400,1 maand
24-04-2018, 225.000, 225.000,-, 225.000, 2.711,2 maanden
14-05-2018,Prijs op aanvraag,-,n.v.t.,,,
