Type,Construction_year,Living_area,LOT,Plot,Other,Insulation,Heating,Energy_label,Energy_consumption,inside_maintenance_state,Rooms,Bedrooms,Sanitation,kitchen,outside_maintenace_state,outside_state_painting,Graden,view,Balcony,Garage,number_of_times_shown,number_of_times_shown_yesterday
Appartement,1950,69 m²,182 m³,-,-,Dubbelglas,Centrale-verwarmingCV hoogrendement,-,-,Uitstekend,3,2,-,Moderne,Goed,Uitstekend,Achter,WoningenWinkelsGrachtParkGroenvoorzieningen,Ja,-,124,4
Woning,-,174 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,127,0
Woning,-,,-,24 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,57,7
Benedenwoning,2006,93 m²,450 m³,-,-,-,-,-,-,-,-,1,-,-,-,-,Ja,-,-,Ja,29,0
-,1986,92 m²,285 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,229,0
Vrijstaande woning,1951,68 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,56,0
Woning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,1,1
Bovenwoning,1906,221 m²,667 m³,-,-,-,Openhaard,-,-,-,-,-,-,-,-,-,-,-,-,Ja,17,0
Boerderij,1970,73 m²,-,-,Lift,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,129,0
Woon-/winkelpand,1937,58 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,98,0
Bovenwoning,1919,46 m²,150 m³,-,Zwembad,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,128,0
Bovenwoning,1005,54 m²,153 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,252,0
Appartement,1005,79 m²,269 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,105,1
Garage,-,,-,19 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,151,4
Bovenwoning,1906,128 m²,385 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,22,0
Benedenwoning,1906,118 m²,354 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,15,0
Bovenwoning,1925,59 m²,217 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,130,0
-,1997,88 m²,258 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,106,0
Bovenwoning,2015,,280 m³,36 m²,-,-,-,-,-,-,5,3,-,-,-,-,-,-,Ja,-,94,0
Appartement,1963,69 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,120,2
Studio,1900,33 m²,89 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,547,3
Bovenwoning,2010,108 m²,336 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,317,1
Appartement,2000,91 m²,-,-,Lift,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,287,2
Appartement,1990,50 m²,155 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,621,1
Appartement,1993,78 m²,196 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,157,3
-,1956,87 m²,288 m³,79 m²,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,281,0
Bovenwoning,1928,98 m²,327 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,463,2
Appartement,1955,71 m²,-,-,LiftZwembad,-,-,-,-,-,4,-,-,-,-,-,Ja,-,Ja,-,225,1
Herenhuis,1895,162 m²,411 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,Ja,-,616,7
Benedenwoning,1906,58 m²,164 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,133,3
Penthouse,-,143 m²,-,-,Lift,-,-,-,-,-,4,-,-,-,-,-,-,-,-,Ja,31,0
Benedenwoning,-,42 m²,115 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,83,0
Woning,1924,47 m²,170 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,138,0
Appartement,1937,59 m²,180 m³,153 m²,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,125,0
-,2006,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,102,3
Benedenwoning,1906,114 m²,-,-,Zwembad,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,60,0
Bovenwoning,1995,50 m²,155 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,311,0
-,1998,120 m²,467 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,18,0
Woning,1950,63 m²,182 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,89,2
Benedenwoning,1903,182 m²,565 m³,-,-,-,Openhaard,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,44,0
Bovenwoning,1939,146 m²,699 m³,-,Lift,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,47,0
Benedenwoning,1906,94 m²,245 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,0
Appartement,2008,157 m²,436 m³,-,Lift,-,-,-,-,-,5,4,-,-,-,-,Ja,-,Ja,Ja,171,0
Benedenwoning,-,115 m²,345 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,14,0
Appartement,2003,111 m²,360 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,168,0
Appartement,2005,101 m²,307 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,Ja,208,0
Appartement,1922,48 m²,130 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,87,5
Bovenwoning,-,81 m²,293 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,34,0
Bovenwoning,1935,50 m²,160 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,Ja,-,Ja,-,102,0
Benedenwoning,1984,95 m²,330 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,397,1
Appartement,1905,46 m²,126 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,128,4
Appartement,2007,80 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,Ja,224,1
-,1901,74 m²,258 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,33,0
Woning,1905,24 m²,77 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,Ja,-,131,1
Bovenwoning,1919,89 m²,326 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,100,0
Tussenwoning,1965,87 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,224,2
Bovenwoning,1984,,206 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,Ja,94,0
Recreatiewoning,-,320 m²,-,-,-,-,-,-,-,-,8,-,-,-,-,-,Ja,-,-,-,61,0
Appartement,-,150 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,Ja,91,2
Bovenwoning,1005,180 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,0
Benedenwoning,1931,44 m²,170 m³,-,-,-,-,-,-,-,-,1,-,-,-,-,Ja,-,-,-,223,2
-,1957,110 m²,406 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,44,0
Appartement,1884,82 m²,206 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,122,0
Woning,1931,127 m²,434 m³,-,-,-,-,-,-,-,7,4,-,-,-,-,-,-,-,-,55,0
Dubbele bovenwoning,1906,,640 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,Ja,-,40,0
Appartement,1665,,271 m³,-,-,-,Openhaard,-,-,-,2,1,-,-,-,-,-,-,-,-,52,0
Benedenwoning,1906,,274 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,Ja,-,-,-,57,0
Woning,1933,127 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,57,0
Villa,1967,123 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,Ja,84,0
Woon-/winkelpand,1964,69 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,395,0
Bovenwoning,1940,151 m²,435 m³,-,-,-,Openhaard,-,-,-,-,-,-,-,-,-,-,-,Ja,-,27,0
Woning,1921,241 m²,-,-,-,-,-,-,-,-,8,-,-,-,-,-,Ja,-,-,-,133,6
Appartement,1966,72 m²,227 m³,916 m²,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,916,0
Penthouse,1005,206 m²,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,108,4
Woning,1891,80 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,39,0
Appartement,1005,77 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,32,0
Bovenwoning,1005,83 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,147,0
Herenhuis,2008,139 m²,478 m³,90 m²,-,-,-,-,-,-,6,5,-,-,-,-,Ja,-,Ja,-,15,0
Herenhuis,1912,103 m²,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,36,0
Garage,-,,-,19 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,245,5
Bovenwoning,2001,103 m²,268 m³,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40,0
Appartement,1962,82 m²,240 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,485,0
Appartement,1906,,250 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,64,0
Bovenwoning,1899,64 m²,185 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,166,0
Herenhuis,1919,297 m²,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,150,8
Woning,2003,166 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,15,0
Appartement,1975,92 m²,-,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,Ja,205,2
Benedenwoning,1914,133 m²,425 m³,-,-,-,Openhaard,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,28,0
Benedenwoning,-,334 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,Ja,147,1
Appartement,1953,41 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,85,1
Penthouse,1840,147 m²,599 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,292,0
Appartement,2006,85 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,79,0
Woning,1903,64 m²,206 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,113,0
Bovenwoning,2019,190 m²,494 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,59,0
Benedenwoning,1931,72 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,192,0
Appartement,-,140 m²,500 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,51,0
Appartement,-,120 m²,313 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,37,0
Bovenwoning,1925,70 m²,210 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,121,0
Benedenwoning,1926,,340 m³,172 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,79,2
Appartement,1905,78 m²,239 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,84,0
Bovenwoning,1892,36 m²,120 m³,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,117,2
Appartement,1982,103 m²,340 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,2.158,1
Tussenwoning,1960,84 m²,-,-,-,-,-,-,-,-,6,-,-,-,-,-,Ja,-,-,-,310,6
Appartement,1910,59 m²,165 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,82,0
Penthouse,1840,147 m²,599 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,263,0
Bovenwoning,1930,61 m²,205 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,53,0
Appartement,1903,195 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,Ja,-,58,0
Bovenwoning,1915,82 m²,242 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,207,0
Woning,-,184 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,Ja,-,21,0
Bovenwoning,-,225 m²,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,Ja,-,16,0
Grachtenpand,1005,61 m²,189 m³,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,271,0
Studio,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,273,2
Benedenwoning,1979,74 m²,235 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,Ja,407,0
Bovenwoning,1994,44 m²,145 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,141,1
Woning,1902,64 m²,174 m³,-,Lift,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,84,0
Appartement,1889,59 m²,165 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,764,0
Appartement,1988,56 m²,171 m³,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,173,0
Bovenwoning,1936,61 m²,196 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,92,0
Appartement,1957,106 m²,364 m³,-,Lift,-,-,-,-,-,5,3,-,-,-,-,-,-,Ja,-,121,0
Appartement,-,140 m²,457 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,15,0
Woning,1930,113 m²,323 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,1.267,0
Bovenwoning,2003,115 m²,320 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,147,0
Woning,1920,,-,289 m²,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,141,7
Grachtenpand,2006,254 m²,719 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,Ja,906,0
Appartement,2012,59 m²,195 m³,-,Lift,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,85,0
Benedenwoning,1983,49 m²,168 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,58,0
Appartement,-,117 m²,434 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,70,0
Woning,1994,132 m²,496 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,703,0
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53,10
Woning,1983,59 m²,184 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,237,0
Bedrijfsruimte,1900,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,0,0
Woning,1900,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
Bouwgrond,-,,-,29.205 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0
-,2001,109 m²,264 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,Ja,-,Ja,Ja,191,1
Penthouse,1997,130 m²,360 m³,-,LiftZwembad,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,160,0
Garage,-,,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,Ja,340,0
Garage,2011,83 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,523,5
Woon-/winkelpand,1910,31 m²,96 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,245,0
Appartement,1896,51 m²,2.367 m³,49 m²,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,112,3
Bovenwoning,2006,88 m²,282 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,146,0
Benedenwoning + bovenwoning,-,116 m²,-,-,Lift,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,Ja,213,1
-,2011,99 m²,297 m³,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,18,0
Benedenwoning,1922,83 m²,362 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,447,5
Appartement,1922,80 m²,288 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,87,2
Bovenwoning,1896,44 m²,150 m³,-,-,-,-,-,-,-,-,1,-,-,-,-,Ja,-,Ja,-,164,0
Benedenwoning,1906,68 m²,186 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,93,0
Villa,2009,226 m²,752 m³,243 m²,-,-,-,-,-,-,6,5,-,-,-,-,Ja,-,-,Ja,1.824,2
Appartement,1968,93 m²,-,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,33,0
Villa,2006,,485 m³,70 m²,-,-,-,-,-,-,4,2,-,-,-,-,Ja,-,-,-,115,8
Appartement,-,106 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,Ja,27,0
Benedenwoning,-,74 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,37,1
Appartement,1906,,190 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,54,0
Woonboot,1900,33 m²,83 m³,1 m²,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,14.815,1
Eengezinswoning,1931,61 m²,270 m³,106 m²,-,-,-,-,-,-,-,1,-,-,-,-,Ja,-,-,-,510,1
Appartement,2017,,512 m³,-,Lift,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,7,0
Woonboot,-,,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,91,2
Appartement,1965,67 m²,200 m³,67 m²,-,DubbelglasMuur,Centrale-verwarming,-,-,Uitstekend,3,1,-,-,-,-,-,-,Ja,-,595,0
Studio,1913,41 m²,-,-,-,-,-,-,-,-,2,-,-,-,-,-,Ja,-,Ja,-,449,0
Appartement,1906,64 m²,208 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,164,17
Eengezinswoning,-,,-,2.055 m²,-,-,-,-,-,-,10,5,-,-,-,-,-,-,-,-,477,6
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,120,2
-,-,110 m²,300 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,8,0
Appartement,-,,122 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,28,0
Appartement,2003,45 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,446,5
Appartement,-,128 m²,659 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,Ja,-,130,0
Appartement,-,,410 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,Ja,18,0
Woning,1005,234 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,0
Appartement,1917,60 m²,246 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,0
Bovenwoning,1909,37 m²,120 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,313,0
Eengezinswoning,1985,106 m²,337 m³,102 m²,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,222,1
Boerderij,1928,116 m²,372 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,158,0
Eengezinswoning,1988,114 m²,400 m³,193 m²,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,19,1
Villa,2015,246 m²,-,-,Zwembad,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,Ja,608,1
Villa,-,366 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,-,Ja,141,0
Herenhuis,-,211 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,-,Ja,51,0
Eengezinswoning,-,108 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,90,3
Herenhuis,-,204 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,-,Ja,38,0
Woning,-,232 m²,-,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,Ja,46,0
Appartement,-,170 m²,-,-,LiftZwembad,-,-,-,-,-,5,-,-,-,-,-,-,-,Ja,-,46,0
Appartement,-,170 m²,-,-,LiftZwembad,-,-,-,-,-,5,-,-,-,-,-,-,-,Ja,-,32,0
Appartement,1906,,126 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,58,5
Appartement,1993,105 m²,320 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,Ja,252,2
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,46,2
Bovenwoning,1005,235 m²,-,-,-,-,Openhaard,-,-,-,5,3,-,-,-,-,-,-,-,Ja,2.559,0
Boerderij,1908,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,35,0
Appartement,1957,102 m²,306 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,177,0
Appartement,-,70 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,98,0
Benedenwoning,-,90 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,37,1
Appartement,1963,76 m²,244 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,249,4
Boerderij,-,,304 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,Ja,-,20,1
Appartement,1927,,230 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,Ja,60,7
Benedenwoning,1886,69 m²,-,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,-,-,279,0
Woonboot,-,,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,841,2
Woon-/winkelpand,1005,87 m²,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,775,0
Appartement,1995,88 m²,279 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,Ja,1.178,38
Appartement,1895,104 m²,-,-,-,-,-,-,-,-,5,2,-,-,-,-,-,-,Ja,-,32,0
Appartement,1900,49 m²,-,-,-,-,-,-,-,-,1,1,-,-,-,-,Ja,-,-,-,79,0
Herenhuis,1998,161 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,124,0
Appartement,-,,297 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,386,0
Appartement,2015,76 m²,244 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,42,0
Bovenwoning,1932,118 m²,414 m³,-,Lift,-,Openhaard,-,-,-,-,-,-,-,-,-,-,-,Ja,-,99,0
Eengezinswoning,1955,104 m²,350 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,761,4
Woonboot,2009,146 m²,-,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,-,Ja,6.023,0
Woonboot,1998,62 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,3.153,12
Woning,-,206 m²,-,-,-,-,-,-,-,-,8,-,-,-,-,-,Ja,-,Ja,-,26,0
Bovenwoning,1974,94 m²,321 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,Ja,1.580,31
Woon-/winkelpand,1005,112 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,373,0
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,4
Woning,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,0
Appartement,1680,148 m²,402 m³,-,Lift,-,Openhaard,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,235,0
Woning,1680,127 m²,349 m³,-,Lift,-,Openhaard,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,203,0
Woning,1680,275 m²,751 m³,-,Lift,-,Openhaard,-,-,-,6,4,-,-,-,-,Ja,-,Ja,-,246,0
Penthouse,2009,66 m²,262 m³,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,882,2
-,1899,51 m²,186 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,90,4
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,31,0
Appartement,1985,64 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,157,0
Benedenwoning,1914,124 m²,350 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,74,0
Benedenwoning,1970,82 m²,240 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,810,0
Bovenwoning,1931,115 m²,408 m³,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,Ja,-,180,0
Benedenwoning,1876,66 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,Ja,74,0
Tussenwoning,1990,92 m²,-,121 m²,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,134,1
Bovenwoning,2016,132 m²,365 m³,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,Ja,39,0
Bovenwoning,1005,133 m²,425 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,1.696,0
Bovenwoning,1935,52 m²,140 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,178,1
Bovenwoning,-,265 m²,-,-,-,-,-,-,-,-,6,-,-,-,-,-,Ja,-,Ja,-,175,3
Appartement,-,105 m²,275 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,154,0
Herenhuis,2017,204 m²,510 m³,-,-,-,-,-,-,-,8,5,-,-,-,-,Ja,-,-,Ja,242,0
Appartement,1995,73 m²,220 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,701,5
Benedenwoning,1906,,163 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,88,2
Dubbele bovenwoning,-,,385 m³,-,-,-,Openhaard,-,-,-,5,4,-,-,-,-,-,-,Ja,-,7,1
Benedenwoning + bovenwoning,1640,140 m²,-,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,-,-,750,1
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,307,0
Tussenwoning,1998,125 m²,-,-,-,-,-,-,-,-,6,-,-,-,-,-,Ja,-,-,-,630,5
Benedenwoning,1900,80 m²,305 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,917,2
Appartement,1979,77 m²,198 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,439,1
Garage,-,,-,24 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,284,1
