Zipcode,current_price,price_per_m2,times_in_sales,Type,Construction_year,Living_area,LOT,Plot,Rooms,Bedrooms,treinstation,tankstation,supermarkt,basisschool,kinderopvang,middelbare school,café,(huis)arts,tandarts,fitnesscentrum,bibliotheek,inhabitants,distribution_fm,population_density,Age_0-15,age_15-25,age_25-45,age_45-65,age_older,indigenous,western_allochtoon,none_western,household,household_single,household_wo_kids,household_with_kids,avg_person_per_household,perc_with_job,high_income,medium_income,low_income,income_avg,social_benefit
,0.0,-,12 maanden,Vrijstaande woning,1837,,6.459,,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016.0,0.0,-,8 maanden,Tussenwoning,1730,591.0,1.85,393.0,-,-,1300.0,533.0,93.0,245.0,175.0,157.0,83.0,209.0,126.0,286.0,379.0,6.805,1.133228840125392,13.56,0.09,0.12,0.38,0.3,0.11,0.62,0.3,0.08,4.495,0.65,0.23,0.12,"1,5",0.69,0.44,0.26,0.3,30.2,0.01
1059.0,459000.0, 4.732,2 maanden,Appartement,2000,97.0,314.0,,3,-,1100.0,725.0,350.0,463.0,226.0,204.0,301.0,222.0,69.0,508.0,1900.0,5.14,1.0979591836734692,3.654,0.12,0.19,0.38,0.2,0.11,0.42,0.18,0.4,2.995,0.58,0.24,0.18,"1,7",0.63,0.24,0.42,0.34,19.9,0.0604
1016.0,875000.0, 8.750,26 dagen,Woning,1005,100.0,306.0,,5,2,1600.0,451.0,159.0,226.0,164.0,326.0,126.0,246.0,155.0,94.0,323.0,6.805,1.133228840125392,13.56,0.09,0.12,0.38,0.3,0.11,0.62,0.3,0.08,4.495,0.65,0.23,0.12,"1,5",0.69,0.44,0.26,0.3,30.2,0.01
1069.0,0.0,-,26 dagen,Appartement,1965,87.0,292.0,,5,3,,,,,,,,,,,,13.37,0.9292929292929294,12.505,0.21,0.14,0.36,0.17,0.13,0.27,0.1,0.63,6.23,0.45,0.22,0.33,"2,1",0.63,0.09,0.45,0.46,15.7,0.12029999999999999
1083.0,1995000.0, 9.279,9 maanden,Vrijstaande woning,1965,215.0,620.0,1.038,-,-,1400.0,439.0,855.0,809.0,959.0,323.0,1300.0,772.0,667.0,1400.0,2400.0,7.105,0.7987341772151898,3.866,0.09,0.09,0.24,0.24,0.34,0.62,0.22,0.16,4.025,0.59,0.25,0.16,"1,6",0.66,0.3,0.38,0.32,23.6,0.0305
,949556.0,,,-,2011,232.0,580.0,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017.0,1770000.0, 1.770.000,27 dagen,Benedenwoning,1931,1.0,,,-,-,,,,,,,,,,,,4.235,1.1552162849872774,9.978,0.1,0.12,0.38,0.28,0.12,0.63,0.28,0.09,2.71,0.64,0.23,0.13,"1,6",0.72,0.41,0.27,0.32,31.4,0.010700000000000001
1082.0,0.0,-,26 dagen,Appartement,1964,34.0,90.0,,2,1,607.0,556.0,753.0,241.0,241.0,802.0,383.0,347.0,456.0,437.0,984.0,12.165,0.8459787556904401,3.378,0.11,0.1,0.28,0.23,0.27,0.61,0.22,0.17,7.27,0.59,0.24,0.18,"1,6",0.71,0.28,0.4,0.32,23.2,0.0208
1056.0,300000.0, 4.615,4 maanden,Appartement,-,65.0,,,-,-,1900.0,159.0,445.0,135.0,135.0,224.0,95.0,129.0,92.0,168.0,2300.0,5.77,0.9794168096054888,15.935,0.14,0.14,0.5,0.16,0.07,0.49,0.15,0.36,3.4,0.58,0.23,0.19,"1,7",0.74,0.13,0.52,0.35,17.4,0.0601
1016.0,3450000.0, 8.394,12 maanden,Serviceflat,1923,411.0,,,8,3,1600.0,281.0,240.0,55.0,323.0,105.0,74.0,126.0,146.0,198.0,393.0,18.92,1.0420939017808957,22.632,0.09,0.1,0.39,0.3,0.11,0.65,0.23,0.12,12.825,0.69,0.18,0.13,"1,4",0.72,0.26,0.37,0.37,21.0,0.0601
,240000.0,-,1 maand,Appartement,-,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016.0,25500.0,-,4 maanden,Herenhuis,1906,,,,-,-,1400.0,661.0,211.0,400.0,115.0,144.0,58.0,77.0,77.0,309.0,186.0,6.805,1.133228840125392,13.56,0.09,0.12,0.38,0.3,0.11,0.62,0.3,0.08,4.495,0.65,0.23,0.12,"1,5",0.69,0.44,0.26,0.3,30.2,0.01
1082.0,0.0,-,1 maand,Bedrijfsruimte,-,,,,-,-,566.0,784.0,780.0,412.0,221.0,878.0,330.0,626.0,278.0,171.0,841.0,12.165,0.8459787556904401,3.378,0.11,0.1,0.28,0.23,0.27,0.61,0.22,0.17,7.27,0.59,0.24,0.18,"1,6",0.71,0.28,0.4,0.32,23.2,0.0208
1096.0,765000.0, 7.427,29 dagen,Appartement,1997,103.0,,,-,-,289.0,836.0,916.0,537.0,310.0,336.0,110.0,53.0,342.0,185.0,1100.0,2.01,,,0.04,0.42,0.35,0.15,0.04,0.63,0.18,0.19,1.48,0.8,0.15,0.06,"1,3",0.67,0.28,0.16,0.56,24.7,0.0005
1018.0,649000.0, 8.429,2 maanden,Appartement,-,77.0,,,-,1,1500.0,1900.0,257.0,78.0,118.0,649.0,194.0,133.0,75.0,543.0,1200.0,7.26,0.9958791208791209,10.031,0.09,0.15,0.34,0.26,0.15,0.64,0.23,0.13,4.49,0.68,0.19,0.13,"1,5",0.66,0.28,0.34,0.38,22.6,0.050300000000000004
1071.0,1150000.0, 7.099,8 maanden,Dubbele bovenwoning,1918,162.0,,,4,-,1600.0,1100.0,213.0,225.0,87.0,406.0,201.0,133.0,121.0,303.0,1400.0,11.31,0.9357876712328768,8.905,0.16,0.11,0.31,0.28,0.15,0.67,0.25,0.08,6.26,0.56,0.22,0.22,"1,8",0.72,0.48,0.25,0.27,33.9,0.0104
1051.0,300000.0, 5.085,2 maanden,Appartement,1981,59.0,223.0,,2,1,1700.0,1200.0,273.0,59.0,150.0,505.0,176.0,205.0,212.0,602.0,1200.0,11.92,1.0135135135135136,25.329,0.13,0.1,0.45,0.25,0.07,0.55,0.18,0.27,7.45,0.64,0.17,0.18,"1,6",0.74,0.17,0.44,0.39,18.0,0.0909
1081.0,1100000.0, 4.661,13 maanden,Woning,1962,236.0,,198.0,6,-,1100.0,1300.0,1200.0,710.0,451.0,893.0,379.0,99.0,167.0,323.0,1200.0,12.165,0.8459787556904401,3.378,0.11,0.1,0.28,0.23,0.27,0.61,0.22,0.17,7.27,0.59,0.24,0.18,"1,6",0.71,0.28,0.4,0.32,23.2,0.0208
1081.0,925000.0, 6.250,9 maanden,Woning,2005,148.0,370.0,,4,3,1800.0,1900.0,1400.0,456.0,226.0,750.0,352.0,270.0,196.0,668.0,1900.0,12.165,0.8459787556904401,3.378,0.11,0.1,0.28,0.23,0.27,0.61,0.22,0.17,7.27,0.59,0.24,0.18,"1,6",0.71,0.28,0.4,0.32,23.2,0.0208
1034.0,350000.0, 4.795,13 maanden,Benedenwoning,2014,73.0,,,3,2,,,,,,,,,,,,12.51,0.9201841903300078,7.553,0.21,0.12,0.26,0.25,0.15,0.43,0.09,0.48,5.675,0.43,0.21,0.37,"2,2",0.63,0.11,0.46,0.43,16.4,0.1007
1077.0,960000.0,-,3 maanden,Dubbele bovenwoning,-,,,,-,-,937.0,764.0,459.0,373.0,398.0,371.0,601.0,62.0,128.0,537.0,714.0,8.165,0.8791714614499425,9.239,0.18,0.11,0.29,0.27,0.16,0.65,0.27,0.08,4.105,0.47,0.25,0.28,"2,0",0.71,0.55,0.23,0.22,38.8,0.0005
1042.0,30000.0,-,4 maanden,Kantoorruimte,2003,,,,-,-,,,,,,,,,,,,250.0,,,0.12,0.07,0.41,0.33,0.08,0.62,0.3,0.08,165.0,0.67,0.16,0.17,"1,5",0.65,0.06,0.48,0.46,14.4,0.0705
,650000.0, 6.190,7 maanden,Appartement,-,105.0,,,3,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055.0,0.0,-,1 maand,Appartement,1940,62.0,215.0,,4,3,1200.0,876.0,274.0,199.0,206.0,714.0,423.0,380.0,293.0,289.0,2400.0,17.65,1.0079635949943118,17.336,0.17,0.14,0.43,0.19,0.07,0.38,0.11,0.51,9.585,0.55,0.2,0.25,"1,8",0.67,0.11,0.47,0.42,16.2,0.1209
,1068250.0,,,-,2011,166.0,415.0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1028685.0,,,-,2011,232.0,580.0,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,735907.0,,,-,2011,149.0,390.0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056.0,0.0,-,1 maand,Benedenwoning,1926,60.0,414.0,,5,3,,,,,,,,,,,,5.49,0.973021582733813,17.939,0.13,0.13,0.45,0.21,0.08,0.44,0.14,0.42,3.385,0.63,0.2,0.18,"1,6",0.67,0.11,0.44,0.45,16.2,0.1206
,0.0,-,4 maanden,Hoekwoning,-,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1165864.0, 5.525,7 maanden,Herenhuis,-,211.0,,,7,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,155000.0, 2.183,11 maanden,Appartement,-,71.0,207.0,,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,727993.0,,,-,2011,148.0,384.0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,625124.0,,,-,2011,107.0,278.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,609299.0,,,-,2011,107.0,278.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,490602.0,,,-,2011,99.0,260.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071.0,650000.0,-,1 maand,Woon-/winkelpand,1906,,306.0,,3,2,1800.0,393.0,599.0,343.0,222.0,218.0,60.0,97.0,73.0,583.0,1300.0,1.26,,21.783,0.09,0.09,0.57,0.2,0.05,0.66,0.25,0.09,855.0,0.66,0.22,0.12,"1,5",0.8,0.41,0.31,0.28,24.6,0.0207
1073.0,800000.0, 6.557,1 maand,Appartement,-,122.0,439.0,,6,4,1500.0,249.0,432.0,70.0,44.0,285.0,194.0,286.0,263.0,267.0,620.0,7.805,0.9415422885572141,22.164,0.13,0.12,0.34,0.31,0.11,0.47,0.17,0.36,4.64,0.6,0.18,0.22,"1,7",0.64,0.14,0.41,0.45,17.0,0.1401
,215000.0,-,26 dagen,Appartement,-,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058.0,0.0,-,1 maand,Benedenwoning,1934,53.0,179.0,,2,1,,,,,,,,,,,,10.835,0.8521367521367522,12.665,0.12,0.1,0.49,0.2,0.09,0.69,0.18,0.13,6.75,0.6,0.23,0.17,"1,6",0.79,0.26,0.44,0.3,21.2,0.0401
1016.0,1580000.0, 1.580.000,1 maand,Grachtenpand,1005,1.0,,,-,-,1400.0,565.0,141.0,308.0,177.0,228.0,18.0,126.0,126.0,218.0,244.0,6.805,1.133228840125392,13.56,0.09,0.12,0.38,0.3,0.11,0.62,0.3,0.08,4.495,0.65,0.23,0.12,"1,5",0.69,0.44,0.26,0.3,30.2,0.01
1016.0,550000.0,-,1 maand,Appartement,1665,,266.0,,2,1,1500.0,696.0,335.0,480.0,236.0,129.0,129.0,240.0,134.0,185.0,73.0,6.805,1.133228840125392,13.56,0.09,0.12,0.38,0.3,0.11,0.62,0.3,0.08,4.495,0.65,0.23,0.12,"1,5",0.69,0.44,0.26,0.3,30.2,0.01
1053.0,775000.0,-,1 maand,Penthouse,2011,,324.0,,3,2,2400.0,555.0,89.0,379.0,143.0,755.0,164.0,212.0,81.0,496.0,1200.0,5.135,1.0539999999999998,20.353,0.1,0.12,0.48,0.23,0.07,0.57,0.19,0.24,3.375,0.65,0.2,0.15,"1,5",0.72,0.18,0.4,0.42,17.5,0.09
1078.0,780000.0, 5.821,1 maand,Bovenwoning,1928,134.0,,,-,-,1100.0,291.0,375.0,119.0,187.0,482.0,135.0,251.0,57.0,348.0,1100.0,13.705,0.8557887610020312,10.175,0.13,0.11,0.4,0.23,0.13,0.71,0.19,0.1,8.065,0.57,0.22,0.21,"1,7",0.77,0.32,0.39,0.29,22.6,0.03
1056.0,0.0,-,1 maand,Appartement,1931,47.0,160.0,,3,2,1900.0,606.0,53.0,278.0,117.0,506.0,285.0,165.0,179.0,152.0,1600.0,17.65,1.0079635949943118,17.336,0.17,0.14,0.43,0.19,0.07,0.38,0.11,0.51,9.585,0.55,0.2,0.25,"1,8",0.67,0.11,0.47,0.42,16.2,0.1209
,775000.0,,,-,2011,149.0,450.0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,437500.0,,,-,2011,99.0,297.0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082.0,0.0,-,1 maand,Appartement,1964,68.0,194.0,,3,1,915.0,1100.0,822.0,408.0,332.0,828.0,95.0,344.0,122.0,231.0,1100.0,12.165,0.8459787556904401,3.378,0.11,0.1,0.28,0.23,0.27,0.61,0.22,0.17,7.27,0.59,0.24,0.18,"1,6",0.71,0.28,0.4,0.32,23.2,0.0208
1093.0,350000.0,,,-,1987,74.0,225.0,,3,-,,,,,,,,,,,,7.97,0.9850560398505604,13.489,0.14,0.13,0.35,0.28,0.1,0.43,0.13,0.44,4.67,0.61,0.17,0.22,"1,7",0.64,0.14,0.39,0.47,16.3,0.1309
1062.0,0.0,-,1 maand,Appartement,1998,92.0,300.0,,3,2,575.0,1100.0,455.0,495.0,143.0,730.0,456.0,473.0,9.0,143.0,2500.0,5.14,1.0979591836734692,3.654,0.12,0.19,0.38,0.2,0.11,0.42,0.18,0.4,2.995,0.58,0.24,0.18,"1,7",0.63,0.24,0.42,0.34,19.9,0.0604
1072.0,649500.0, 6.306,9 maanden,Appartement,1879,103.0,350.0,,3,1,,,,,,,,,,,,13.77,1.0294767870302137,21.803,0.1,0.15,0.48,0.22,0.06,0.61,0.21,0.18,9.36,0.69,0.19,0.13,"1,5",0.73,0.22,0.39,0.39,19.8,0.0601
1073.0,490000.0, 7.538,3 maanden,Woon-/winkelpand,2012,65.0,207.0,,3,2,,,,,,,,,,,,11.7,0.9386909693454847,22.837,0.09,0.12,0.46,0.22,0.1,0.6,0.18,0.22,7.67,0.67,0.19,0.14,"1,5",0.74,0.19,0.4,0.41,18.5,0.0707
1068.0,0.0,-,1 maand,Appartement,1964,72.0,241.0,,3,2,1300.0,382.0,627.0,452.0,360.0,725.0,414.0,186.0,348.0,619.0,4000.0,15.105,0.905993690851735,9.515,0.14,0.13,0.27,0.22,0.23,0.46,0.11,0.43,8.175,0.52,0.25,0.23,"1,8",0.65,0.14,0.43,0.43,16.9,0.0707
1102.0,175000.0, 2.692,1 maand,Bovenwoning,1970,65.0,205.0,,-,1,708.0,829.0,552.0,306.0,91.0,933.0,1200.0,126.0,390.0,569.0,5900.0,20.87,1.005283381364073,6.892,0.21,0.15,0.34,0.25,0.05,0.15,0.07,0.78,10.95,0.54,0.13,0.33,"1,9",0.64,0.09,0.47,0.44,15.8,0.1704
1059.0,450000.0, 8.182,1 maand,Appartement,1929,55.0,,,-,-,1500.0,338.0,58.0,731.0,178.0,237.0,131.0,91.0,134.0,406.0,1500.0,10.835,0.8521367521367522,12.665,0.12,0.1,0.49,0.2,0.09,0.69,0.18,0.13,6.75,0.6,0.23,0.17,"1,6",0.79,0.26,0.44,0.3,21.2,0.0401
1034.0,29500.0,-,10 maanden,Garage,-,,,18.0,-,-,3600.0,887.0,459.0,354.0,139.0,1300.0,602.0,229.0,383.0,1700.0,2300.0,12.51,0.9201841903300078,7.553,0.21,0.12,0.26,0.25,0.15,0.43,0.09,0.48,5.675,0.43,0.21,0.37,"2,2",0.63,0.11,0.46,0.43,16.4,0.1007
1018.0,799000.0, 8.978,8 maanden,Appartement,-,89.0,,,3,-,1400.0,1700.0,443.0,142.0,319.0,553.0,124.0,206.0,45.0,313.0,1000.0,7.26,0.9958791208791209,10.031,0.09,0.15,0.34,0.26,0.15,0.64,0.23,0.13,4.49,0.68,0.19,0.13,"1,5",0.66,0.28,0.34,0.38,22.6,0.050300000000000004
,733324.0,,,-,2011,123.0,325.0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,640957.0,,,-,2011,110.0,270.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,630957.0,,,-,2011,110.0,270.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,620957.0,,,-,2011,110.0,270.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,606763.0,,,-,2011,106.0,270.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,592763.0,,,-,2011,106.0,280.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,577763.0,,,-,2011,106.0,280.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,444487.0,,,-,2011,80.0,210.0,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30000.0,-,4 maanden,Appartement,-,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,349000.0, 5.629,3 maanden,Appartement,-,62.0,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42500.0,-,1 maand,Appartement,-,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055.0,0.0,-,1 maand,Appartement,1940,67.0,190.0,,2,1,1500.0,751.0,388.0,193.0,273.0,739.0,338.0,259.0,48.0,347.0,2100.0,5.77,0.9794168096054888,15.935,0.14,0.14,0.5,0.16,0.07,0.49,0.15,0.36,3.4,0.58,0.23,0.19,"1,7",0.74,0.13,0.52,0.35,17.4,0.0601
,12500.0,-,3 maanden,Woon-/winkelpand,-,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025.0,0.0,-,1 maand,Woning,1988,78.0,,,3,2,2800.0,3200.0,885.0,576.0,94.0,743.0,167.0,438.0,366.0,1400.0,2500.0,1.685,,4.458,0.23,0.1,0.25,0.32,0.1,0.81,0.15,0.04,655.0,0.24,0.28,0.47,"2,6",0.77,0.41,0.33,0.26,24.3,0.0005
1014.0,1099901.0, 5.729,9 maanden,Penthouse,-,192.0,500.0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079.0,0.0,-,1 maand,Appartement,1934,71.0,209.0,,4,2,528.0,226.0,281.0,204.0,110.0,169.0,476.0,554.0,133.0,884.0,1500.0,13.705,0.8557887610020312,10.175,0.13,0.11,0.4,0.23,0.13,0.71,0.19,0.1,8.065,0.57,0.22,0.21,"1,7",0.77,0.32,0.39,0.29,22.6,0.03
,377402.0,,,-,2011,49.0,130.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,353402.0,,,-,2011,49.0,130.0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015.0,1680000.0, 10.633,1 maand,Grachtenpand,1005,158.0,,,-,-,609.0,1400.0,194.0,60.0,181.0,326.0,182.0,97.0,171.0,376.0,782.0,6.805,1.133228840125392,13.56,0.09,0.12,0.38,0.3,0.11,0.62,0.3,0.08,4.495,0.65,0.23,0.12,"1,5",0.69,0.44,0.26,0.3,30.2,0.01
1016.0,400000.0, 7.018,2 maanden,Appartement,1975,57.0,,,2,-,1800.0,287.0,329.0,265.0,198.0,328.0,48.0,307.0,88.0,152.0,516.0,18.92,1.0420939017808957,22.632,0.09,0.1,0.39,0.3,0.11,0.65,0.23,0.12,12.825,0.69,0.18,0.13,"1,4",0.72,0.26,0.37,0.37,21.0,0.0601
1082.0,29000.0,-,3 maanden,Garage,-,,,,-,-,1400.0,1100.0,298.0,32.0,290.0,544.0,534.0,197.0,233.0,638.0,1700.0,12.165,0.8459787556904401,3.378,0.11,0.1,0.28,0.23,0.27,0.61,0.22,0.17,7.27,0.59,0.24,0.18,"1,6",0.71,0.28,0.4,0.32,23.2,0.0208
1012.0,850000.0, 6.641,16 maanden,Appartement,1850,128.0,,128.0,3,2,328.0,1500.0,27.0,315.0,297.0,216.0,46.0,236.0,102.0,186.0,919.0,4.47,1.4032258064516128,7.268,0.06,0.17,0.51,0.21,0.05,0.53,0.27,0.2,3.35,0.75,0.18,0.06,"1,3",0.71,0.28,0.36,0.36,21.8,0.0203
1012.0,325000.0, 6.500,14 maanden,Appartement,1908,50.0,146.0,,2,1,,,,,,,,,,,,4.47,1.4032258064516128,7.268,0.06,0.17,0.51,0.21,0.05,0.53,0.27,0.2,3.35,0.75,0.18,0.06,"1,3",0.71,0.28,0.36,0.36,21.8,0.0203
1072.0,0.0,-,1 maand,Appartement,1923,49.0,137.0,,3,2,1400.0,267.0,666.0,354.0,151.0,380.0,232.0,107.0,231.0,213.0,1100.0,11.7,0.9386909693454847,22.837,0.09,0.12,0.46,0.22,0.1,0.6,0.18,0.22,7.67,0.67,0.19,0.14,"1,5",0.74,0.19,0.4,0.41,18.5,0.0707
1013.0,55000.0,,,-,2006,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067.0,275000.0,,,-,2005,105.0,285.0,,-,-,2800.0,1800.0,59.0,302.0,100.0,2100.0,307.0,40.0,385.0,323.0,5600.0,12.825,1.000780031201248,9.663,0.21,0.16,0.31,0.2,0.11,0.3,0.1,0.6,5.67,0.43,0.2,0.37,"2,2",0.62,0.09,0.45,0.46,15.5,0.1107
,751732.0,,,-,2011,155.0,403.0,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27500.0,-,4 maanden,Appartement,-,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087.0,30000.0,,,-,-,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057.0,700000.0, 4.118,9 maanden,Bovenwoning,1923,170.0,542.0,,7,6,,,,,,,,,,,,11.945,0.9646381578947368,22.538,0.14,0.14,0.45,0.2,0.07,0.54,0.16,0.3,6.875,0.56,0.22,0.22,"1,7",0.71,0.16,0.43,0.41,17.5,0.09
,0.0,-,2 maanden,Appartement,-,,,,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073.0,0.0,-,2 maanden,Dubbele bovenwoning,1924,74.0,,,3,2,1400.0,126.0,593.0,298.0,212.0,210.0,241.0,330.0,187.0,227.0,758.0,7.805,0.9415422885572141,22.164,0.13,0.12,0.34,0.31,0.11,0.47,0.17,0.36,4.64,0.6,0.18,0.22,"1,7",0.64,0.14,0.41,0.45,17.0,0.1401
,335000.0,-,1 maand,Hoekwoning,-,,,82.0,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,150000.0, 2.542,1 maand,Bovenwoning,2010,59.0,177.0,,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018.0,1650000.0, 8.333,8 maanden,Appartement,-,198.0,,,5,-,1400.0,1700.0,443.0,142.0,319.0,553.0,124.0,206.0,45.0,313.0,1000.0,7.26,0.9958791208791209,10.031,0.09,0.15,0.34,0.26,0.15,0.64,0.23,0.13,4.49,0.68,0.19,0.13,"1,5",0.66,0.28,0.34,0.38,22.6,0.050300000000000004
1055.0,375000.0, 5.357,14 maanden,Benedenwoning,1936,70.0,225.0,,3,-,,,,,,,,,,,,17.65,1.0079635949943118,17.336,0.17,0.14,0.43,0.19,0.07,0.38,0.11,0.51,9.585,0.55,0.2,0.25,"1,8",0.67,0.11,0.47,0.42,16.2,0.1209
1059.0,0.0,-,2 maanden,Appartement,1930,59.0,219.0,,3,1,1400.0,539.0,256.0,762.0,316.0,170.0,146.0,319.0,145.0,657.0,1700.0,10.835,0.8521367521367522,12.665,0.12,0.1,0.49,0.2,0.09,0.69,0.18,0.13,6.75,0.6,0.23,0.17,"1,6",0.79,0.26,0.44,0.3,21.2,0.0401
1078.0,0.0,-,2 maanden,Appartement,1929,86.0,,,4,2,1000.0,492.0,219.0,304.0,71.0,389.0,168.0,184.0,147.0,585.0,1000.0,13.705,0.8557887610020312,10.175,0.13,0.11,0.4,0.23,0.13,0.71,0.19,0.1,8.065,0.57,0.22,0.21,"1,7",0.77,0.32,0.39,0.29,22.6,0.03
,0.0,-,2 maanden,Appartement,2017,,496.0,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053.0,300000.0,,,-,1982,57.0,140.0,,2,1,2300.0,898.0,258.0,85.0,33.0,551.0,222.0,77.0,285.0,425.0,1500.0,6.775,0.9882525697503672,27.167,0.11,0.12,0.41,0.27,0.1,0.52,0.17,0.31,4.455,0.68,0.16,0.16,"1,5",0.69,0.14,0.43,0.43,17.1,0.1101
1054.0,21000.0,-,5 maanden,Woning,1894,,,,-,-,2400.0,925.0,202.0,271.0,183.0,461.0,251.0,319.0,174.0,219.0,933.0,1.73,,7.787,0.14,0.11,0.33,0.28,0.14,0.63,0.24,0.13,950.0,0.58,0.2,0.21,"1,8",0.69,0.44,0.27,0.29,34.0,0.0409
1079.0,35000.0,-,4 maanden,Garage,-,,,,-,-,808.0,245.0,251.0,154.0,5.0,159.0,258.0,300.0,5.0,555.0,1300.0,8.635,0.8530042918454935,9.002,0.11,0.11,0.42,0.24,0.13,0.64,0.17,0.19,5.545,0.63,0.21,0.17,"1,6",0.73,0.19,0.42,0.39,18.6,0.0706
1055.0,165000.0, 5.156,26 dagen,Appartement,-,32.0,115.0,,1,1,,,,,,,,,,,,7.34,1.0262068965517241,10.108,0.23,0.17,0.34,0.18,0.08,0.17,0.08,0.75,3.275,0.48,0.16,0.36,"2,2",0.53,0.06,0.44,0.5,14.3,0.18030000000000002
1068.0,200000.0, 3.125,9 maanden,Appartement,1965,64.0,196.0,,2,-,1600.0,43.0,412.0,337.0,78.0,376.0,169.0,150.0,52.0,264.0,4300.0,15.105,0.905993690851735,9.515,0.14,0.13,0.27,0.22,0.23,0.46,0.11,0.43,8.175,0.52,0.25,0.23,"1,8",0.65,0.14,0.43,0.43,16.9,0.0707
1074.0,0.0,-,2 maanden,Bovenwoning,1880,70.0,,,3,2,1300.0,959.0,328.0,206.0,206.0,150.0,125.0,80.0,191.0,692.0,279.0,11.7,0.9386909693454847,22.837,0.09,0.12,0.46,0.22,0.1,0.6,0.18,0.22,7.67,0.67,0.19,0.14,"1,5",0.74,0.19,0.4,0.41,18.5,0.0707
1035.0,865000.0, 5.058,4 maanden,Eengezinswoning,-,171.0,364.0,,1,-,4300.0,422.0,1200.0,422.0,329.0,1900.0,730.0,925.0,1100.0,744.0,1600.0,2.9,0.9141914191419143,2.166,0.17,0.11,0.23,0.34,0.15,0.77,0.1,0.13,1.26,0.27,0.33,0.4,"2,3",0.75,0.21,0.37,0.42,18.3,0.0207
1035.0,680000.0, 4.755,4 maanden,Eengezinswoning,-,143.0,364.0,,1,-,4300.0,422.0,1200.0,422.0,329.0,1900.0,730.0,925.0,1100.0,744.0,1600.0,2.9,0.9141914191419143,2.166,0.17,0.11,0.23,0.34,0.15,0.77,0.1,0.13,1.26,0.27,0.33,0.4,"2,3",0.75,0.21,0.37,0.42,18.3,0.0207
1016.0,0.0,-,4 maanden,Woning,-,,,,-,-,1600.0,355.0,30.0,249.0,302.0,217.0,33.0,205.0,137.0,135.0,303.0,18.92,1.0420939017808957,22.632,0.09,0.1,0.39,0.3,0.11,0.65,0.23,0.12,12.825,0.69,0.18,0.13,"1,4",0.72,0.26,0.37,0.37,21.0,0.0601
