Street,Zipcode,Price,Broker
"Churchilllaan 148 Huis, 1078 ER Amsterdam",na, 1.545.000,Makelaarskantoor Carla van den Brink B.V.
Ijburglaan 908,1087 GE, 425.000,Hallie & van Klooster Makelaardij
Zuideinde 493,1035 PJ, 898.000,Makelaarsland
"Goudsbloemstraat 140 -d, 1015 JT Amsterdam",na,Prijs op aanvraag,De La Haye Makelaardij O.G.
"Gerard Schaepstraat 3 I, 1052 GK Amsterdam",na, 525.000,Broersma Makelaardij B.V.
"Argonautenstraat 44 I, 1076 KS Amsterdam",na,Prijs op aanvraag,Deltastate makelaars en vastgoedadviseurs
"Fannius Scholtenstraat 79 2, 1051 EW Amsterdam",na,Prijs op aanvraag,Ameo Makelaarsgroep
Vegastraat 136,1033 HZ,Prijs op aanvraag,Linger OG
Joan Melchior Kemperstraat 83 -h,1051 TL, 300.000,Makelaardij Hendriks B.V.
Kattenburgerhof 81,1018 KE, 500.000,Geldhof Makelaardij o.g.
Leksmondhof 167,na, 179.000,van der Linden Lelystad
"Jan Hanzenstraat 111 3, 1053 SN Amsterdam",na,Prijs op aanvraag,BNV Makelaars
"Romeinsarmsteeg 2 A P, 1016 AR Amsterdam",na, 1.300.000,Ter Haar Makelaars B.V.
"Admiraal de Ruijterweg 455 1, 1055 MG Amsterdam",na,Prijs op aanvraag,Ameo Makelaarsgroep
"Zandvoortstraat 23, 1024 VS Amsterdam",na, 275.000,Van Overbeek Amsterdam
"Cornelis Schuytstraat 50 1, 1071 JL Amsterdam",na, 2.075.000,Keij & Stefels b.v.
Bouwnummer 16,1095 MD, 257.722,ERA Van de Steege  Amsterdam-Centrum
Bouwnummer 17,1095 MD, 255.061,ERA Van de Steege  Amsterdam-Centrum
Bouwnummer 109,1095 MD, 228.246,ERA Van de Steege  Amsterdam-Centrum
Bouwnummer 115,1095 MD, 228.246,ERA Van de Steege  Amsterdam-Centrum
Bouwnummer 114,1095 MD, 228.246,ERA Van de Steege  Amsterdam-Centrum
Bouwnummer 106,1095 MD, 246.792,ERA Van de Steege  Amsterdam-Centrum
Bouwnummer 107,1095 MD, 246.792,ERA Van de Steege  Amsterdam-Centrum
Bouwnummer 113,1095 MD, 251.316,ERA Van de Steege  Amsterdam-Centrum
Bouwnummer 110,1095 MD, 230.508,ERA Van de Steege  Amsterdam-Centrum
Bouwnummer 116,1095 MD, 230.508,ERA Van de Steege  Amsterdam-Centrum
Bouwnummer 112,1095 MD, 251.316,ERA Van de Steege  Amsterdam-Centrum
Bouwnummer 111,1095 MD, 230.508,ERA Van de Steege  Amsterdam-Centrum
Bouwnummer 117,1095 MD, 230.508,ERA Van de Steege  Amsterdam-Centrum
Bouwnummer 108,1095 MD, 228.246,ERA Van de Steege  Amsterdam-Centrum
"Nieuwe Uilenburgerstraat 15 K, 1011 LM Amsterdam",na, 375.000,Broersma Makelaardij B.V.
Elckerlijcstraat 32 Iii,1055 AN, 299.000,Van Maarschalkerwaart Makelaardij B.V.
"De Lairessestraat 8, 1071 NZ Amsterdam",na, 2.950.000,Makelaarskantoor Carla van den Brink B.V.
"Kievitstraat 46, 1021 VH Amsterdam",na, 275.000,Van Overbeek Amsterdam
"Ruysdaelstraat 28, 1071 XD Amsterdam",na, 925.000,Fem Makelaars
"Anjeliersstraat 69 A, 1015 ND Amsterdam",na, 839.500,Smit & Heinen Makelaars en Taxateurs o/z
"Agatha Dekenstraat 38 Iii, 1053 AR Amsterdam",na, 350.000,Forte Makelaars
"Maasstraat 112 -iv, 1078 HN Amsterdam",na, 649.000,Visch & Van Zeggelaar B.V.
Sarphatikade 18,1017 WV, 435.000,Capaan & Falkeisen VOF
Kwintsheulstraat 48,1062 ED, 435.000,Aardenhout Makelaardij
"Looiersgracht 124 B, 1016 VT Amsterdam",na, 995.000,Ankersmit Makelaardij o.g.
Orteliusstraat 102 Hs,1057 BE, 389.000,Kocken Makelaars
"Eastonstraat 65, 1068 JB Amsterdam",na,Prijs op aanvraag,PB Makelaars
"Tweede Leliedwarsstraat 5 2, 1015 TB Amsterdam",na,Prijs op aanvraag,Keij & Stefels b.v.
"Nachtwachtlaan 124, 1058 ED Amsterdam",na, 435.000,Kuijs Reinder Kakes
"Hamontstraat 119, 1066 LE Amsterdam",na, 500.000,Moerland Makelaardij BV
Bos en Lommerplantsoen 9 B,1055 AA, 175.000,Amsterdam at Home Makelaars
Schollenbrugpad 50,1091 ST, 625.000,Makelaardij Hendriks B.V.
"Vondelstraat 68 3, 1054 GG Amsterdam",na,Prijs op aanvraag,WWR Makelaars
"Herengracht 625 Iv, 1017 CE Amsterdam",na, 575.000,WWR Makelaars
"Pretoriusstraat 50 -hs, 1092 GH Amsterdam",na, 418.000,Keij & Stefels b.v.
"Johannes Verhulststraat 134 2, 1071 NN Amsterdam",na, 1.180.000,Broersma Makelaardij B.V.
Mary van der Sluisstraat 358,1095 ME, 389.000,Mijn Huis Makelaardij
"Riouwstraat 97 A, 1094 XL Amsterdam",na,Prijs op aanvraag,Onbekend
"Weesperzijde 137 -ii+iii, 1091 ES Amsterdam",na, 950.000,Ameo Makelaarsgroep
Blaeu Erf 8 1,1012 PZ, 625.000,iBlue Makelaars
"Reinier Claeszenstraat 68 I, 1056 WP Amsterdam",na, 375.000,ME Makelaars B.V.
Vrolikstraat 461 -a,1092 TK, 440.000,SEM Makelaars
Ladogameerhof 313,1060 RG, 265.000,Nieuw West Makelaardij Onroerende Zaken B.V.
Conradstraat 126-a,1018 NM, 450.000,Amsterdam at Home Makelaars
Haarlemmermeerstraat 149 2,1058 JX, 325.000,Henk Burger Makelaardij og B.V.
Willem Gerresepad 26,na, 275.000,van der Linden Lelystad
"Tweede Jan van der Heijdenstraat 101 I-ii, 1074 XT Amsterdam",na,Prijs op aanvraag,Doeksen Klein Makelaardij
Van Nijenrodeweg 74,1083 EE, 47.500,Henk Burger Makelaardij og B.V.
"Lodewijk Boisotstraat 4 Ii, 1057 ZN Amsterdam",na,Prijs op aanvraag,Ameo Makelaarsgroep
"Admiraal de Ruijterweg 257 Iv, 1055 LT Amsterdam",na, 249.000,Ameo Makelaarsgroep
"Spiegelgracht 31 \-bv, 1017 JP Amsterdam",na, 2.275.000,Makelaarskantoor Carla van den Brink B.V.
Montelbaanstraat 26,na, 750.000,Keizerskroon Makelaars
Hugo de Grootkade 84 W,1052 LX, 575.000,Mijn Huis Makelaardij
"Egidiusstraat 26 Iii, 1055 GV Amsterdam",na,Prijs op aanvraag,Martens Makelaars
"Biesboschstraat 42 I, 1078 MV Amsterdam",na, 489.000,Broersma Makelaardij B.V.
"Zandpad-driemond 31, 1109 AE Amsterdam",na, 750.000,Broersma Makelaardij B.V.
"Zocherstraat 54 Ii, 1054 MA Amsterdam",na, 775.000,Broersma Makelaardij B.V.
"Saxen-weimarlaan 8-a 2, 1075 CA Amsterdam",na, 795.000,Broersma Makelaardij B.V.
Crack-state 20,1082 TX, 37.500,Makelaardij Hendriks B.V.
"Sloterweg 734, 1066 CN Amsterdam",na,Prijs op aanvraag,Ameo Makelaarsgroep
"Wethouder de Roosplein 162, 1107 AJ Amsterdam",na,Prijs op aanvraag,Ameo Makelaarsgroep
"Overtoom 484 -iv, 1054 JZ Amsterdam",na, 650.000,ME Makelaars B.V.
"Herengracht 455 F, 1017 BS Amsterdam",na, 649.000,Benuwmakelaar
"Vondelkerkstraat 30 1, 1054 KZ Amsterdam",na, 895.000,Makelaarskantoor Carla van den Brink B.V.
"Vondelkerkstraat 30 Hs, 1054 KZ Amsterdam",na, 1.075.000,Makelaarskantoor Carla van den Brink B.V.
Houtrijkstraat 88,1013 VG, 400.000,iBlue Makelaars
Pieter Calandlaan 706,1060 TX, 285.000,Nieuw West Makelaardij Onroerende Zaken B.V.
Lutmastraat 89 Ii,1073 GR, 325.000,ERA Van de Steege  Amsterdam-Centrum
"Gerard Doustraat 78 Iii-v, 1072 VW Amsterdam",na, 235.000,Makelaar 1
Havikshorst 161,1083 TS, 425.000,Weghuis Makelaars
"Geuzenstraat 14 3, 1056 KC Amsterdam",na, 329.000,ME Makelaars B.V.
Brand Dirk Ochsepark 12,1087 HC, 400.000,Hallie & van Klooster Makelaardij
Spaarndammerdijk 264 Ii,1013 ZW, 270.000,Makelaardij Hendriks B.V.
Alpert van Metzhof 7,1065 AP,Veiling,Vastgoed-Auctions.nl bv
"Vespuccistraat 70, 1056 SN Amsterdam",na, 299.500,Leeghuis
Waterspiegelplein 28,1051 PB, 465.000,Hallie & van Klooster Makelaardij
"Tweede Rozendwarsstraat 8 A en B, 1016 PE Amsterdam",na, 895.000,De La Haye Makelaardij O.G.
"Brittenburg 47, 1082 BS Amsterdam",na,Prijs op aanvraag,Makelaarsgroep O.G. Commissaris/Ludenhoff
"Baden Powellweg 91, 1069 LD Amsterdam",na,Prijs op aanvraag,K2makelaars
M J E Lippitsstraat 19,1022 KC,Prijs op aanvraag,Voogd Makelaardij B.V.
Erich Salomonstraat 98,1087 EH, 350.000,Hallie & van Klooster Makelaardij
Luzacstraat 9-1,1051 JB, 310.000,Hallie & van Klooster Makelaardij
"Waverstraat 48 Iii, 1079 VM Amsterdam",na, 300.000,Smit & Heinen Makelaars en Taxateurs o/z
"Veldzicht 59 + Pp, 1068 SM Amsterdam",na,Prijs op aanvraag,Moerland Makelaardij BV
Marskramerstraat 80,1033 WK, 200.000,Collectief makelaars
"Van Reigersbergenstraat 222, 1052 WS Amsterdam",na,Prijs op aanvraag,PB Makelaars
Houtmankade 0 Ong,1013 MX, 39.000,Hallie & van Klooster Makelaardij
Churchill-laan 158 I,1078 ER,Prijs op aanvraag,Beekman Makelaardij o/g B.V.
"Slauerhoffstraat 14 Ii, 1064 TE Amsterdam",na,Prijs op aanvraag,Moerland Makelaardij BV
Weteringschans 84 -c-hs,1017 XR,Prijs op aanvraag,Remko Bijvoet Makelaardij b.v.
"Vrolikstraat 311 -b, 1091 VE Amsterdam",na,Prijs op aanvraag,Martens Makelaars
Memeleiland 126,na, 945.000,Ramon Mossel Makelaardij o.g. B.V.
"Van Breestraat 163 Hs, 1071 ZM Amsterdam",na, 1.450.000,Makelaarskantoor Carla van den Brink B.V.
"Keizersgracht 367-c, 1016 EJ Amsterdam",na, 1.650.000,Makelaarskantoor Carla van den Brink B.V.
"Singel 174 A, 1015 AJ Amsterdam",na, 725.000,Makelaarskantoor Carla van den Brink B.V.
Bakkumstraat 3,1024 VX, 250.000,Stadgenoot woonmakelaars
Korte Geuzenstraat 216,1056 KT, 175.000,Amstelland Makelaars
Recht Boomsloot 24,1011 EB, 320.000,Stadgenoot woonmakelaars
Willem de Zwijgerlaan 126 H,1056 JV, 300.000,Jaap Admiraal Makelaardij B.V.
Kinderdijkstraat 94ii,1079 GP, 360.000,Makelaarsland
"Vechtstraat 101 Hs, 1079 JC Amsterdam",na, 500.000,Onbekend
Huidekoperstraat 29 E,1017 ZL, 300.000,Makelaardij Hendriks B.V.
"Admiraliteitstraat 59, 1018 KP Amsterdam",na, 300.000,Kuijs Reinder Kakes
"Anne Frankstraat 260, 1011 MP Amsterdam",na, 885.000,Kuijs Reinder Kakes
"Westerdoksdijk 449, 1013 BX Amsterdam",na, 927.930,B.V. Deltam Makelaardij o.g.
Jacob Melkmanstraat 44,1063 GN, 325.000,Jacobus Recourt B.V.
"Parnassusweg 32 2, 1076 AS Amsterdam",na, 650.000,Van Baerle Makelaars
Ruimzicht 203,1068 CV, 179.500,ERA Van de Steege  Amsterdam-Centrum
Clauskindereweg 37,1069 HN, 275.000,ERA Van de Steege  Amsterdam-Centrum
"Rustenburgerstraat 333 Iii, 1072 GR Amsterdam",na, 300.000,Kuijs Reinder Kakes
Jacob Melkmanstraat 58,1063 GN, 310.000,Jacobus Recourt B.V.
Guus Trestorffstraat 10,1063 VM, 260.000,van der Linden Lelystad
"Joan Melchior Kemperstra 90 3, 1051 TV Amsterdam",na,Prijs op aanvraag,PB Makelaars
"Theo Mann Bouwmeesterhof 2, 1065 HS Amsterdam",na, 815.000,Broersma Makelaardij B.V.
"Amstelveenseweg 70 4, 1075 XJ Amsterdam",na, 975.000,Makelaarskantoor Carla van den Brink B.V.
"Osdorper Ban 726, 1069 ZR Amsterdam",na,Prijs op aanvraag,Moerland Makelaardij BV
Reinier Claeszenstraat 17 I,1056 WD, 525.000,Hallie & van Klooster Makelaardij
Pieter Calandlaan 193,na, 275.000,Stadgenoot woonmakelaars
"Falckstraat 43, 1017 VV Amsterdam",na,Prijs op aanvraag,K2makelaars
"Burmandwarsstraat 35 Pp, 1091 SL Amsterdam",na, 375.000,Martens Makelaars
"Overtoom 244 Hs, 1054 JA Amsterdam",na, 1.995.000,ME Makelaars B.V.
"Overtoom 186 Hs, 1054 HR Amsterdam",na, 1.325.000,ME Makelaars B.V.
"Prinsengracht 622 B, 1017 KT Amsterdam",na, 1.495.000,Broersma Makelaardij B.V.
"Sint Jacobsstraat 8, 1012 NC Amsterdam",na, 1.250.000,Broersma Makelaardij B.V.
"Leliegracht 8, 1015 DE Amsterdam",na, 1.500.000,Broersma Makelaardij B.V.
"Willemsparkweg 64 H, 1071 HK Amsterdam",na, 1.925.000,Broersma Makelaardij B.V.
Langswater 257,1069 TS, 27.500,Makelaardij Hendriks B.V.
Minervaplein 32 Hs,1077 TT, 1.000.000,Peters & van der Vloodt b.v.
"Weesperzijde 29iv, 1091 EC Amsterdam",na, 685.000,B.V. Deltam Makelaardij o.g.
"Prinsengracht 709 D, 1017 JW Amsterdam",na, 895.000,Makelaarskantoor Carla van den Brink B.V.
"Zacharias Jansestraat 56 Bv, 1097 CN Amsterdam",na, 1.000.000,Martens Makelaars
"Herengracht 392 C V, 1016 CJ Amsterdam",na, 775.000,Martens Makelaars
"Kinkerstraat 26 Hs, 1053 DV Amsterdam",na, 395.000,Martens Makelaars
"Holbeinstraat 12, 1077 VD Amsterdam",na, 1.975.000,Broersma Makelaardij B.V.
"Prins Hendriklaan 32 B, 1075 BD Amsterdam",na, 1.950.000,Broersma Makelaardij B.V.
"Stadionkade 130 I, 1076 BS Amsterdam",na,Prijs op aanvraag,B.V. Deltam Makelaardij o.g.
"Eerste Goudsbloemdwarsst 11, 1015 JV Amsterdam",na, 700.000,Bridges Makelaars
"Piet Gijzenbrugstraat 14 2, 1059 XH Amsterdam",na, 565.000,A.W. Sabel Makelaardij
"Bosboom Toussaintstraat 18 B, 1054 AR Amsterdam",na,Prijs op aanvraag,Doeksen Klein Makelaardij
"Valeriusstraat 181 Hs, 1075 EW Amsterdam",na, 1.249.500,Makelaarskantoor Carla van den Brink B.V.
"Van Eeghenstraat 47 Hs, 1071 EV Amsterdam",na, 1.795.000,Bakker Berkeveld Den Baas Makelaars B.V.
Ruimzicht 67,1068 CN, 299.000,ERA Van de Steege  Amsterdam-Centrum
Loenermark 68,1025 SH, 260.000,Stadgenoot woonmakelaars
"De Lairessestraat 3, 1071 NR Amsterdam",na, 4.880.000,Broersma Makelaardij B.V.
Akbarstraat 8 B,1061 DZ, 275.000,van der Linden Lelystad
"De Lairessestraat 105, 1071 NX Amsterdam",na, 2.250.000,Heeren Makelaars B.V.
"Binnen Vissersstraat 10 B, 1013 GD Amsterdam",na, 599.000,ME Makelaars B.V.
Nassaukade 506,1052 EJ, 615.000,Hans Kok
Leeuwendalersweg 755,1061 BK, 350.000,van der Linden Lelystad
"Hoofdweg 23 Huis, 1058 AW Amsterdam",na, 799.000,Van Baerle Makelaars
"Govert Flinckstraat 203 Bv, 1073 BV Amsterdam",na, 598.000,Keij & Stefels b.v.
"Tweede Oosterparkstraat 188 1, 1092 BT Amsterdam",na, 399.000,Doeksen Klein Makelaardij
"Prinsengracht 785, 1017 JZ Amsterdam",na, 2.995.000,Crone Schepers Vellekoop V.O.F.
Zeeburgerdijk 66 Iii,1094 AE, 275.000,van der Linden Lelystad
"Eerste Jan Vd Heijdenstr 104 Hs, 1072 VA Amsterdam",na, 950.000,De Nieuwe Amsterdamsche Makelaardij o.g. B.V.
"Admiraal de Ruijterweg 318 Hs, 1055 MX Amsterdam",na,Prijs op aanvraag,Atsma Makelaardij en Assurantiën
"State Amsterdam Bouwnummer 263 Ong, 1096 AK Amsterdam",na, 1.118.806,LuxuryHomes
"Galvanistraat 2, 1098 NL Amsterdam",na, 419.500,ME Makelaars B.V.
"Spuistraat 98 -h, 98-1 en 98-2",1012 TZ, 990.000,Beleggingspanden.nl
"Johannes Verhulststraat 152-2 Boven, 1071 NP Amsterdam",na, 1.150.000,Wester Campagne & Van Breemen
Valckenierstraat 15 -ii,1018 XC, 375.000,Hallie & van Klooster Makelaardij
Esmoreitstraat 60 I,1055 CJ, 275.000,Nieuw West Makelaardij Onroerende Zaken B.V.
Zeeburgerkade 584,1019 HR, 459.000,Makelaarsland
Hermanus Coenradistraat 24 3,1063 XT, 197.500,Hallie & van Klooster Makelaardij
Nieuwe Keizersgracht 418,1018 VG,Prijs op aanvraag,Beekman Makelaardij o/g B.V.
"Marco Polostraat 77 I, 1057 WG Amsterdam",na,Prijs op aanvraag,PB Makelaars
"Hegeraatstraat 14, 1068 WC Amsterdam",na,Prijs op aanvraag,Moerland Makelaardij BV
"Prinsengracht 955 F, 1017 KL Amsterdam",na, 498.000,Benuwmakelaar
Twee Koningskinderenstraat 12,1055 DJ, 285.000,Stadgenoot woonmakelaars
Circusplein 61,1033 ZH, 200.000,Makelaardij Hendriks B.V.
"Koninginneweg 149 I, 1075 CM Amsterdam",na, 1.595.000,Heeren Makelaars B.V.
Van Oldenbarneveldtstraa 59 1,1052 JT, 375.000,Zelfverkopen.nl
Scharwouderstraat 3,1023 CW, 300.000,Makelaardij Hendriks B.V.
Fritz Dietrich Kahlenbergstraat 0 Ong,1087 LL, 19.000,Hallie & van Klooster Makelaardij
Van Noordtkade 122,1013 CA, 275.000,Hallie & van Klooster Makelaardij
Merlijnstraat 16 -ii,1055 DE, 300.000,Makelaarsland
Tweede Jan Steenstraat 54 Iii,1074 CP, 425.000,Makelaarskantoor Draijer
Rochussenstraat 6 Iii,1051 JK, 430.000,Hallie & van Klooster Makelaardij
"Valeriusstraat 57 Hs, 1071 MD Amsterdam",na, 1.650.000,Heeren Makelaars B.V.
"Pieter Lastmankade 6 I, 1075 KJ Amsterdam",na, 1.500.000,Heeren Makelaars B.V.
"Ijdok 109, 1013 MM Amsterdam",na, 1.350.000,Bakker Berkeveld Den Baas Makelaars B.V.
"Looiersgracht 108, 1016 VT Amsterdam",na, 400.000,Heeren Makelaars B.V.
Alexandrine Tinnehof 19,1087 CM, 850.000,Thoma Post Makelaar Amsterdam
Bos en Lommerplantsoen 29 D,1055 AA, 175.000,van der Linden Lelystad
Sint Willibrordusstraat 48 Hs,1073 VC, 555.000,SEM Makelaars
Liendenhof 278,na, 200.000,Makelaardij Hendriks B.V.
Marnixstraat 95 C,1015 VG, 450.000,Zelfverkopen.nl
"H Gerhardstraat 134, 1069 TD Amsterdam",na, 200.000,Hoekstra en van Eck Amsterdam West
"Lindengracht 165 A, 1015 KE Amsterdam",na, 465.000,Makelaarskantoor Carla van den Brink B.V.
Stadionweg 97 2,1077 SG, 595.000,Peters-de Jong makelaardij in o.z.
Nassaukade 370 2,1054 AC, 345.000,Jaap Admiraal Makelaardij B.V.
Lauriergracht 108 Iii,1016 RP, 825.000,Henk Burger Makelaardij og B.V.
Onstein 33,1082 KK, 44.000,Fris Makelaardij Amsterdam B.V.
"Poolstraat 47, 1018 LR Amsterdam",na, 325.000,Smit & Heinen Makelaars en Taxateurs o/z
Pieter Calandlaan 1019,1069 SC, 375.000,Amsterdam at Home Makelaars
Beemsterstraat 162,1024 BH, 210.000,Stadgenoot woonmakelaars
Kerkstraat 254 3,1017 HA, 550.000,Alice Bakker Makelaardij O.G.
Panamalaan 228,1019 AZ, 469.000,Isaak Makelaardij o.g. B.V.
Sumatraplantsoen 11 A,1095 HW, 625.000,Zelfverkopen.nl
"Entrepotdok 30 A, 1018 AD Amsterdam",na, 400.000,Makelaarskantoor Carla van den Brink B.V.
Brouwersgracht 69 F,1015 GC, 319.000,Hans Kok
"Anne Frankstraat 51, 1018 DM Amsterdam",na, 60.000,BNV Makelaars
Kinkerstraat 67 Iii V,1053 DG, 200.000,BrinkBorgh Makelaardij
Frederik Hendrikplantsoen 13 3,1052 XP,Prijs op aanvraag,Mie-Lan Kok Estate Agency
Backershagen 45,1082 GR, 469.000,C. Hoen Dzn c.v.
Nieuwpoortstraat 86 D 8,1055 RZ, 600.000,Ramon Mossel Makelaardij o.g. B.V.
Papaverweg Ong,na, 490.000,Hallie & van Klooster Makelaardij
Jacob Melkmanstraat 46,1063 GN, 315.000,Jacobus Recourt B.V.
Bosrand 0 Ong,1098 NZ, 346.000,Makelaarsbalie
Mischeeps 15,1034 TD, 200.000,Stadgenoot woonmakelaars
"Vrijheidslaan 65 H, 1079 KG Amsterdam",na,Prijs op aanvraag,Rappange Makelaardij b.v.
"Vrijheidslaan 65 1, 1079 KG Amsterdam",na,Prijs op aanvraag,Rappange Makelaardij b.v.
"Sophialaan 19 -d, 1075 BL Amsterdam",na, 750.000,Rappange Makelaardij b.v.
Beukenplein 17 3,1092 BA, 280.000,Makelaardij Hendriks B.V.
Edward Wrightstraat 18,1086 WC, 1.020.000,Hallie & van Klooster Makelaardij
Dusartstraat 27 Iii-iv,1072 HM, 450.000,Bijleveld Makelaardij O.G.
"Govert Flinckstraat 237 1, 1073 BW Amsterdam",na, 875.000,Heeren Makelaars B.V.
"Pieter Aertszstraat 87 -huis, 1073 SL Amsterdam",na, 475.000,Heeren Makelaars B.V.
Van Speijkstraat 40-3,1057 HC, 700.000,Hallie & van Klooster Makelaardij
Vlielandstraat 28,1025 RN, 275.000,Makelaardij Hendriks B.V.
"Gaasterlandstraat 12 Pp, 1079 RH Amsterdam",na, 935.000,WWR Makelaars
Valkhof 126,1082 VM, 350.000,RE/MAX PRO
"Timorplein 14 Ii, 1094 CC Amsterdam",na, 235.000,ME Makelaars B.V.
"Osdorper Ban 90 A 18, 1068 MK Amsterdam",na,Prijs op aanvraag,Moerland Makelaardij BV
"Huntum 23 D,  Amsterdam",na, 320.000,Makelaardij Amsterdam Zuidoost B.V.
"Carolina Macgillavrylaan 526 +p P, 1098 XB Amsterdam",na, 569.000,K2makelaars
"Schaepmanstraat 172, 1051 JJ Amsterdam",na, 389.000,Hahn & van Engelen Makelaars
John Blankensteinstraat 135,1095 MB, 510.000,Mijn Huis Makelaardij
"Keizersgracht 229, 1016 DV Amsterdam",na, 2.760.000,Broersma Makelaardij B.V.
"Kuipersstraat 137, 1073 ER Amsterdam",na, 900.000,Heeren Makelaars B.V.
Herengracht 568 2,1017 CH, 1.835.000,C. Hoen Dzn c.v.
"Jan Somerhof 5,  Amsterdam",na, 295.000,Van Overbeek Amsterdam
"Hagedoornplein 22, 1031 BV Amsterdam",na, 675.000,Fem Makelaars
"Henri Zagwijnstraat 18, 1077 XR Amsterdam",na, 499.000,Makelaar 1
"Valkenburgerstraat 138 E, 1011 NA Amsterdam",na, 2.250.000,Ter Haar Makelaars B.V.
Gillis van Ledenberchstraat 15 Hs,1052 TW, 250.000,Hallie & van Klooster Makelaardij
Kooibos 2,na, 1.680.000,Ramon Mossel Makelaardij o.g. B.V.
Houthavenweg 0 Ong,na, 1.165.864,Ramon Mossel Makelaardij o.g. B.V.
Drostenburg 52,na, 350.000,Ramon Mossel Makelaardij o.g. B.V.
Narva-eiland 69,na, 1.130.177,Ramon Mossel Makelaardij o.g. B.V.
Revaleiland 452,na, 1.028.685,Ramon Mossel Makelaardij o.g. B.V.
Ridderspoorweg 0 Ong,na, 795.000,Ramon Mossel Makelaardij o.g. B.V.
Ridderspoorweg 0 Ong,na, 625.000,Ramon Mossel Makelaardij o.g. B.V.
"Bos en Lommerplantsoen 109 P, 1055 AA Amsterdam",na, 165.000,De makelaers
Talbotstraat 201,1087 DM, 275.000,Domvast Utrecht
"Kadoelenweg 306, 1035 NR Amsterdam",na, 2.800.000,Redres
"Saffierstraat 14 Huis, 1074 GS Amsterdam",na, 525.000,ME Makelaars B.V.
"Coppelstockstraat 33 Hs, 1056 XK Amsterdam",na, 575.000,ME Makelaars B.V.
Kerkstraat 60 B,1017 GM, 899.000,Dstrct Amsterdam
Burg Hogguerstraat 579,1064 CW,Prijs op aanvraag,Linger OG
"Amstelveenseweg 884, 1081 JM Amsterdam",na, 799.000,Millenaar Makelaardij o.g.
"Lanseloetstraat 2 Hs- I, 1055 BD Amsterdam",na, 500.000,Martens Makelaars
"Stadionweg 61-iv, 1077 SC Amsterdam",na, 750.000,Makelaarskantoor Carla van den Brink B.V.
Jaap Edenstraat 26,1067 RZ, 285.000,van der Linden Lelystad
Schellingwouderdijk 352,1023 NM, 359.000,Capaan & Falkeisen VOF
"Eerste Jan Vd Heijdenstr 104 Iii, 1072 VA Amsterdam",na,Prijs op aanvraag,De Nieuwe Amsterdamsche Makelaardij o.g. B.V.
Vierwindenstraat 60,1013 LB, 500.000,Ramon Mossel Makelaardij o.g. B.V.
Brigantijnkade 6,1086 VB, 615.000,Fris Makelaardij Amsterdam B.V.
Tichelstraat 36,1015 KT,Prijs op aanvraag,Linger OG
"Bosboom Toussaintstraat 69 3, 1054 AP Amsterdam",na, 799.000,Huisman Makelaardij B.V.
"Jacob van Lennepkade 199 O, 1054 ZN Amsterdam",na, 315.000,Huisman Makelaardij B.V.
Faas Wilkesstraat 477,1095 MD, 360.000,Digimakelaars.nl
Omval 93,1096 AA, 34.000,Mijn Huis Makelaardij
"Prinsengracht 1035 D, 1017 KP Amsterdam",na, 1.000.000,Persoons Beheer B.V.
"Prinsengracht 1031 C, 1017 KP Amsterdam",na, 850.000,Persoons Beheer B.V.
"Prinsengracht 1031 1035, 1017 KP Amsterdam",na, 1.800.000,Persoons Beheer B.V.
President Steynplantsoen 11 Hs,1091 NE, 374.500,BrinkBorgh Makelaardij
"Seranggracht 40, 1019 PM Amsterdam",na, 350.000,ME Makelaars B.V.
Brandewijnsteeg 39,1011 GN, 350.000,Stadgenoot woonmakelaars
Hogevecht 92 A,na, 200.000,Makelaardij Hendriks B.V.
"Valeriusstraat 69 Hs, 1071 ME Amsterdam",na, 1.850.000,Heeren Makelaars B.V.
Loenermark 868,1025 VP, 159.000,Makelaardij Hendriks B.V.
"Lomanstraat 96 H, 1075 RH Amsterdam",na, 1.080.000,Makelaarskantoor Carla van den Brink B.V.
Geldersekade 37 Ii,1011 EJ, 595.000,van der Linden Lelystad
Vincent van Goghstraat 12 A,1072 KN, 385.000,van der Linden Lelystad
Narva-eiland 111,1014 ZJ, 1.130.465,Hallie & van Klooster Makelaardij
Jan Olphert Vaillantlaan 38 A,1086 ZA, 550.000,Hallie & van Klooster Makelaardij
Aalbersestraat 242 D,1067 GM,Prijs op aanvraag,Urbanmakelaars Nederland
Agatha Dekenstraat 48 Hs,1053 AR, 330.000,IJisberg Real Estate
"Korte Ouderkerkerdijk 5 \-h, 1096 AC Amsterdam",na, 995.000,Makelaarskantoor Carla van den Brink B.V.
Kinderdijkstraat 62 Hs,1079 GM, 630.000,Digimakelaars.nl
Bloemgracht 162 H,1015 TT, 1.160.000,Huizenlinq Makelaars onroerende zaken
Twee Parkeerplaatsen In Parkeergarage Gelderhof,1082 GM, 95.000,Beleggingspanden.nl
"Legmeerstraat 76, 1058 NH Amsterdam",na, 600.000,Fem Makelaars
"Eerste Jacob van Campenstraat 50 H, 1072 BH Amsterdam",na, 750.000,Broersma Makelaardij B.V.
J Calsstraat 54,1067 WG, 285.000,van der Linden Lelystad
"Gustav Mahlerplein 243, 1082 MS Amsterdam",na, 1.495.000,Makelaarskantoor Carla van den Brink B.V.
Prinseneiland 37 -i,1013 LL, 725.000,Makelaardij Hendriks B.V.
Valkhof 51,1082 VD, 325.000,Hallie & van Klooster Makelaardij
