Type,Construction_year,Living_area,LOT,Plot,Other,Insulation,Heating,Energy_label,Energy_consumption,inside_maintenance_state,Rooms,Bedrooms,Sanitation,kitchen,outside_maintenace_state,outside_state_painting,Graden,view,Balcony,Garage,number_of_times_shown,number_of_times_shown_yesterday
Appartement,1970,96 m²,325 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,249,1
Appartement,1975,92 m²,-,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,Ja,178,2
Herenhuis,1919,297 m²,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,123,3
Appartement,2006,85 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,198,2
Woning,1921,241 m²,-,-,-,-,-,-,-,-,8,-,-,-,-,-,Ja,-,-,-,116,1
Bovenwoning,1005,83 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,139,1
Woonboot,2010,90 m²,216 m³,1 m²,-,-,-,-,-,-,5,3,-,-,-,-,-,-,-,-,5.082,4
Appartement,2011,82 m²,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,Ja,260,1
Appartement,-,120 m²,313 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,32,0
Appartement,1906,,250 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,54,3
Bovenwoning,1899,64 m²,185 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,161,0
Benedenwoning,-,334 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,Ja,132,2
Studio,1913,44 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,141,0
Appartement,-,140 m²,500 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,49,0
Benedenwoning,1926,,340 m³,172 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,42,3
Bovenwoning,2019,190 m²,494 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,51,0
Benedenwoning,1931,72 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,189,1
Woning,-,122 m²,-,49 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,1
Appartement,1905,,507 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,Ja,-,58,2
Bovenwoning,1925,70 m²,210 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,115,2
Appartement,1940,55 m²,178 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,225,3
Appartement,1905,78 m²,239 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,81,1
Bovenwoning,1953,49 m²,149 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,1.001,2
Appartement,1982,103 m²,340 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,2.116,8
Bovenwoning,1929,54 m²,137 m³,-,Zwembad,-,-,-,-,-,5,2,-,-,-,-,-,-,Ja,-,255,3
Tussenwoning,1960,84 m²,-,-,-,-,-,-,-,-,6,-,-,-,-,-,Ja,-,-,-,272,7
Grachtenpand,1005,61 m²,189 m³,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,263,1
Benedenwoning,1950,50 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,67,1
Appartement,1988,56 m²,171 m³,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,300,4
Appartement,1903,195 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,Ja,-,57,2
Appartement,1910,59 m²,165 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,76,0
Eengezinswoning,1927,62 m²,230 m³,63 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,3.787,4
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,28,1
Appartement,1985,60 m²,184 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,106,0
Appartement,1939,57 m²,190 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,103,3
Appartement,1889,59 m²,165 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,760,0
Bovenwoning,1915,82 m²,242 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,205,0
Woning,-,184 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,Ja,-,12,1
Bovenwoning,-,225 m²,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,Ja,-,8,1
Appartement,-,140 m²,457 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,8,0
Appartement,1975,57 m²,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,78,0
Grachtenpand,2006,254 m²,719 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,-,-,-,Ja,897,0
Studio,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,248,4
Woning,1930,113 m²,323 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,1.257,0
Benedenwoning,1979,74 m²,235 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,Ja,402,6
Woning,1902,64 m²,174 m³,-,Lift,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,79,1
Appartement,2012,59 m²,195 m³,-,Lift,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,63,5
Benedenwoning,1983,49 m²,168 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,56,0
Appartement,1957,106 m²,364 m³,-,Lift,-,-,-,-,-,5,3,-,-,-,-,-,-,Ja,-,113,2
Bovenwoning,1902,50 m²,167 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,123,0
Woning,1994,132 m²,496 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,696,2
Garage,-,,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,Ja,417,1
Woning,1983,59 m²,184 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,225,2
Bovenwoning,2006,88 m²,282 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,162,2
Benedenwoning,1965,59 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,370,5
Bovenwoning,1005,91 m²,360 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,-,-,835,2
-,2001,109 m²,264 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,Ja,-,Ja,Ja,188,0
Penthouse,1997,130 m²,360 m³,-,LiftZwembad,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,155,0
Benedenwoning,1906,68 m²,186 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,88,0
Woonboot,1900,33 m²,83 m³,1 m²,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,14.740,10
Garage,2011,83 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,473,4
Woon-/winkelpand,1910,31 m²,96 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,233,4
Appartement,1896,51 m²,2.367 m³,49 m²,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,92,3
Bovenwoning,1968,130 m²,399 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,241,0
Benedenwoning + bovenwoning,-,116 m²,-,-,Lift,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,Ja,205,1
-,2011,99 m²,297 m³,-,-,-,-,-,-,-,1,0,-,-,-,-,-,-,-,-,18,0
Eengezinswoning,1953,104 m²,-,-,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,Ja,-,469,0
Eengezinswoning,-,,-,2.055 m²,-,-,-,-,-,-,10,5,-,-,-,-,-,-,-,-,457,0
Appartement,1977,75 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,443,8
Benedenwoning,1922,83 m²,362 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,419,3
Appartement,1922,80 m²,288 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,60,4
Appartement,1906,,190 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,52,0
Bovenwoning,1896,44 m²,150 m³,-,-,-,-,-,-,-,-,1,-,-,-,-,Ja,-,Ja,-,157,0
Villa,2009,226 m²,752 m³,243 m²,-,-,-,-,-,-,6,5,-,-,-,-,Ja,-,-,Ja,1.798,1
Appartement,1906,,225 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,633,0
Appartement,-,106 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,Ja,26,0
Benedenwoning,-,74 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,28,1
Bovenwoning,1923,170 m²,542 m³,-,-,-,-,-,-,-,7,6,-,-,-,-,-,-,-,-,498,1
Eengezinswoning,1931,61 m²,270 m³,106 m²,-,-,-,-,-,-,-,1,-,-,-,-,Ja,-,-,-,491,4
Appartement,2017,,512 m³,-,Lift,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,7,0
Appartement,1965,67 m²,200 m³,67 m²,-,DubbelglasMuur,Centrale-verwarming,-,-,Uitstekend,3,1,-,-,-,-,-,-,Ja,-,592,0
Studio,1913,41 m²,-,-,-,-,-,-,-,-,2,-,-,-,-,-,Ja,-,Ja,-,439,0
Appartement,2003,45 m²,-,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,406,8
Eengezinswoning,1988,114 m²,400 m³,193 m²,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,10,2
Appartement,-,,410 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,Ja,1,1
Appartement,1917,60 m²,246 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,0
-,-,110 m²,300 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,5,0
Woning,1005,234 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55,0
Woning,-,174 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,121,0
Bovenwoning,1005,235 m²,-,-,-,-,Openhaard,-,-,-,5,3,-,-,-,-,-,-,-,Ja,2.541,0
Eengezinswoning,1985,106 m²,337 m³,102 m²,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,214,1
Boerderij,1928,116 m²,372 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,150,0
Appartement,1957,102 m²,306 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,173,1
Villa,2015,246 m²,-,-,Zwembad,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,Ja,576,0
Benedenwoning,1916,46 m²,163 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,154,0
Villa,-,366 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,-,Ja,118,1
Herenhuis,-,211 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,-,Ja,48,1
Eengezinswoning,-,108 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,79,0
Herenhuis,-,204 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,-,Ja,34,1
Woning,-,232 m²,-,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,Ja,43,1
Appartement,-,170 m²,-,-,LiftZwembad,-,-,-,-,-,5,-,-,-,-,-,-,-,Ja,-,43,2
Appartement,-,170 m²,-,-,LiftZwembad,-,-,-,-,-,5,-,-,-,-,-,-,-,Ja,-,30,0
Appartement,-,32 m²,115 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,Ja,-,100,3
Bovenwoning,2006,70 m²,226 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,708,0
Boerderij,1908,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,16,1
Appartement,-,70 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,94,3
Benedenwoning,-,90 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,28,0
Appartement,-,,297 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,384,0
Appartement,1963,76 m²,244 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,212,4
Herenhuis,1998,161 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,121,0
Boerderij,-,,304 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,Ja,-,10,3
Bovenwoning,1932,118 m²,414 m³,-,Lift,-,Openhaard,-,-,-,-,-,-,-,-,-,-,-,Ja,-,92,0
Tussenwoning,1958,66 m²,-,96 m²,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,385,0
Woonboot,-,,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,801,6
Appartement,1892,60 m²,184 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,665,4
Woon-/winkelpand,1005,87 m²,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,763,2
Woonboot,2009,146 m²,-,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,-,Ja,6.124,6
Appartement,1984,111 m²,366 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,-,915,6
Appartement,1895,104 m²,-,-,-,-,-,-,-,-,5,2,-,-,-,-,-,-,Ja,-,31,1
Appartement,1900,49 m²,-,-,-,-,-,-,-,-,1,1,-,-,-,-,Ja,-,-,-,72,1
Appartement,2015,76 m²,244 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,41,0
-,1997,91 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,2
Appartement,1680,148 m²,402 m³,-,Lift,-,Openhaard,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,232,4
Woning,1680,127 m²,349 m³,-,Lift,-,Openhaard,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,198,3
Woning,1680,275 m²,751 m³,-,Lift,-,Openhaard,-,-,-,6,4,-,-,-,-,Ja,-,Ja,-,232,3
Woning,1928,55 m²,217 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,99,1
Woonboot,1998,62 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,3.013,13
Appartement,1985,64 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,153,1
Benedenwoning,1970,82 m²,240 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,1.016,2
Woning,-,206 m²,-,-,-,-,-,-,-,-,8,-,-,-,-,-,Ja,-,Ja,-,22,1
Bovenwoning,1987,37 m²,120 m³,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,459,3
Benedenwoning,1914,124 m²,350 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,72,2
Woon-/winkelpand,1005,112 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,367,2
Appartement,1922,58 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,177,0
Herenhuis,2017,204 m²,510 m³,-,-,-,-,-,-,-,8,5,-,-,-,-,Ja,-,-,Ja,241,1
-,2006,161 m²,513 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,187,0
Penthouse,2009,66 m²,262 m³,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,834,5
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,22,0
Bovenwoning,2016,132 m²,365 m³,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,Ja,33,0
Benedenwoning,1938,89 m²,300 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,219,0
Benedenwoning + bovenwoning,1640,140 m²,-,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,-,-,743,0
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,262,0
Bovenwoning,1931,115 m²,408 m³,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,Ja,-,170,0
Benedenwoning,1876,66 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,Ja,72,0
Tussenwoning,1990,92 m²,-,121 m²,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,127,0
Bovenwoning,2010,157 m²,460 m³,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,52,0
Bovenwoning,1005,133 m²,425 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,1.686,1
Appartement,1963,80 m²,246 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,198,0
Appartement,1965,72 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,372,8
Bovenwoning,1935,52 m²,140 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,171,0
Garage,-,,-,24 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,253,2
Bovenwoning,-,265 m²,-,-,-,-,-,-,-,-,6,-,-,-,-,-,Ja,-,Ja,-,78,5
Appartement,-,105 m²,275 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,140,0
Appartement,1995,73 m²,220 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,640,6
Benedenwoning,1906,,163 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,57,4
Dubbele bovenwoning,-,,385 m³,-,-,-,Openhaard,-,-,-,5,4,-,-,-,-,-,-,Ja,-,2,0
Benedenwoning,1900,80 m²,305 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,904,0
Woon-/winkelpand,1906,223 m²,585 m³,-,-,-,Openhaard,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,90,2
Tussenwoning,1998,125 m²,-,-,-,-,-,-,-,-,6,-,-,-,-,-,Ja,-,-,-,567,10
Bovenwoning,1985,41 m²,130 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,316,1
Appartement,2005,85 m²,287 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,1.524,4
Boerderij,1998,104 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,103,1
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,8,5
Garage,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,219,3
Appartement,1929,115 m²,482 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,-,-,Ja,-,1.298,7
-,-,53 m²,200 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,40,0
Bovenwoning,2002,114 m²,381 m³,-,Lift,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,587,0
Appartement,2007,75 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,Ja,376,5
Bovenwoning,1935,52 m²,140 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,131,0
Appartement,1906,,184 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,29,0
Appartement,1977,68 m²,170 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,543,0
Horecagelegenheid,1955,,-,380 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,256,6
-,1931,64 m²,196 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,66,0
Bovenwoning,2000,120 m²,343 m³,-,Lift,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,Ja,78,0
Bovenwoning,1994,89 m²,269 m³,-,Lift,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,Ja,72,0
Vrijstaande woning,2002,,860 m³,1.973 m²,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,-,-,81,0
Garage,-,,-,12 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,229,3
Benedenwoning,1972,74 m²,240 m³,-,-,-,-,-,-,-,-,1,-,-,-,-,Ja,-,-,-,226,4
Woonboot,-,,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1.552,5
Dubbele bovenwoning,-,146 m²,-,-,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,135,0
Tussenwoning,1958,66 m²,-,109 m²,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,303,0
Eengezinswoning,2003,132 m²,470 m³,100 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,Ja,49,0
Garage,-,,-,18 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,4
Appartement,2011,113 m²,316 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,Ja,289,1
Appartement,1933,55 m²,175 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,200,0
Eengezinswoning,2014,117 m²,495 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,Ja,85,1
Boerderij,1981,114 m²,392 m³,141 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,227,9
Appartement,-,163 m²,-,-,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,-,-,112,7
Appartement,-,81 m²,210 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,79,0
Boerderij,-,,845 m³,183 m²,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,Ja,306,2
Eengezinswoning,1923,58 m²,222 m³,127 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,499,5
Penthouse,2010,221 m²,-,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,-,Ja,140,0
-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,26,1
Appartement,-,,211 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,249,0
Appartement,1899,,267 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,105,4
-,-,200 m²,450 m³,-,-,-,-,-,-,-,10,6,-,-,-,-,-,-,-,-,84,0
Vrijstaande woning,1997,171 m²,1.085 m³,-,-,-,Openhaard,-,-,-,5,-,-,-,-,-,Ja,-,-,Ja,306,2
-,2017,152 m²,395 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,-,Ja,72,0
Appartement,1965,50 m²,-,-,Lift,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,480,3
Appartement,1675,81 m²,205 m³,-,-,-,Openhaard,-,-,-,2,1,-,-,-,-,Ja,-,-,-,226,1
Bovenwoning,1994,34 m²,125 m³,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,233,2
Bovenwoning,-,83 m²,240 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,121,1
Appartement,-,,257 m³,-,Zwembad,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,25,4
Benedenwoning,1922,63 m²,165 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,1.543,1
Appartement,1984,86 m²,232 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,216,3
Appartement,1938,,279 m³,-,-,-,-,-,-,-,6,3,-,-,-,-,Ja,-,Ja,-,147,5
Appartement,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,Ja,-,109,0
Appartement,2006,,325 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,83,3
Appartement,1906,,185 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,94,4
Appartement,-,,-,-,Lift,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,Ja,40,2
Appartement,1997,91 m²,270 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,132,1
Appartement,-,110 m²,280 m³,-,Lift,-,-,-,-,-,5,-,-,-,-,-,-,-,Ja,-,35,0
Woon-/winkelpand,-,96 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,14,2
Appartement,1879,77 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,105,2
Appartement,2007,83 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,Ja,644,2
Benedenwoning,-,137 m²,-,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,112,3
Bovenwoning,1880,96 m²,357 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,267,2
Garage,-,,-,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,56,1
Herenhuis,2005,98 m²,331 m³,61 m²,Lift,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,Ja,86,0
Benedenwoning,-,111 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,389,0
Woning,1987,110 m²,373 m³,122 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,379,0
Bedrijfsruimte,1905,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155,0
Woning,-,93 m²,405 m³,-,-,-,-,-,-,-,6,3,-,-,-,-,-,-,-,-,109,1
Appartement,1909,316 m²,-,-,-,-,-,-,-,-,9,6,-,-,-,-,Ja,-,-,-,1.226,2
Appartement,1905,48 m²,118 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,122,1
Hoekwoning,-,188 m²,-,-,-,-,-,-,-,-,7,-,-,-,-,-,Ja,-,-,Ja,24,0
Eengezinswoning,1986,105 m²,375 m³,103 m²,-,-,-,-,-,-,6,5,-,-,-,-,Ja,-,-,-,269,1
Appartement,2012,49 m²,155 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,182,0
Appartement,1881,108 m²,368 m³,-,-,-,-,-,-,-,5,5,-,-,-,-,-,-,-,-,179,2
Benedenwoning,-,109 m²,305 m³,-,-,-,-,-,-,-,3,3,-,-,-,-,-,-,-,Ja,61,0
Woning,2007,97 m²,243 m³,123 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,336,1
Bovenwoning,1976,81 m²,267 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,110,1
Herenhuis,-,215 m²,673 m³,-,-,-,-,-,-,-,6,-,-,-,-,-,Ja,-,-,Ja,111,2
Bovenwoning,1922,117 m²,340 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,148,1
Appartement,1885,88 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,251,2
Appartement,2006,89 m²,273 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,Ja,501,9
Tussenwoning,2015,120 m²,477 m³,100 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,Ja,47,0
